smoothing,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
0.1,simple_markov,mse,225,2250,0.9413333333333334,0.0,0.02433811712074072,0.01996188706703545,0.020781139034578743,0.3445657283950617,0.0,True,medium
0.1,full_information,spa,225,2250,0.3551111111111111,0.0,-0.012532971050340536,-0.0038097901860278394,0.0254253095705248,-0.11577995061728395,1.0,False,negligible
0.1,popularity,spa,225,2250,0.7688888888888888,0.0,0.012691131873440273,0.015005492420256394,0.023682118842927796,0.12749985185185186,1.209630284665126e-133,True,negligible
0.1,random,spa,225,2250,0.9982222222222222,0.0,0.08542879785545227,0.08608436388749252,0.041839207697418536,0.550944,0.0,True,large
0.1,simple_markov,spa,225,2250,0.7537777777777778,0.0,0.02746068412144645,0.01997980766000862,0.035047350122771985,0.18606814814814815,6.332680701760516e-197,True,small
0.3,full_information,acc,225,2250,0.27555555555555555,0.14666666666666667,-0.014903004551004562,-0.006783730158730239,0.03191921700101603,-0.09015743209876544,1.0,False,negligible
0.3,popularity,acc,225,2250,0.37155555555555553,0.21244444444444444,-0.0012675259555259583,0.0,0.02539622833247247,-0.006950123456790124,0.9979216090724838,False,negligible
0.3,random,acc,225,2250,0.972,0.0026666666666666666,0.11609462115662114,0.10166666666666685,0.07859852932519223,0.4657594074074074,0.0,True,medium
0.3,simple_markov,acc,225,2250,0.8635555555555555,0.018666666666666668,0.06103808765308764,0.050000000000000044,0.060527802792425575,0.260991012345679,5.028409717532003e-297,True,small
0.3,full_information,ace,225,2250,0.30044444444444446,0.0,-0.012248927199187909,-0.006887260332671417,0.0239077353678191,-0.02831525925925926,1.0,False,negligible
0.3,popularity,ace,225,2250,0.728,0.0,0.03078972028257593,0.008684648509647772,0.18043233084977853,0.0322477037037037,2.597153005610408e-119,True,negligible
0.3,random,ace,225,2250,0.9586666666666667,0.0,0.08378142979121293,0.057540701721592286,0.07868339728391975,0.1464237037037037,0.0,True,negligible
0.3,simple_markov,ace,225,2250,0.9684444444444444,0.0,1.083309018709711,0.8576830853932098,0.8930388721447616,0.7189538765432099,0.0,True,large
0.3,full_information,hd,225,2250,0.43955555555555553,0.0,-0.044931491613789294,-0.019552262156281752,0.1880250590631799,-0.040596543209876546,1.0,False,negligible
0.3,popularity,hd,225,2250,0.8577777777777778,0.0,0.2597505951653831,0.26309702029917936,0.22911213629322896,0.16145382716049383,1.9580145397091098e-295,True,small
0.3,random,hd,225,2250,0.9951111111111111,0.0,0.8602145231490623,0.8740784683653811,0.42484853089396396,0.3254814814814815,0.0,True,small
0.3,simple_markov,hd,225,2250,0.9662222222222222,0.0,1.2589936253975058,1.311774260757486,0.8633291438535199,0.3289082469135802,0.0,True,small
0.3,full_information,jsd,225,2250,0.4351111111111111,0.0,-0.023736034717075038,-0.009784165269518988,0.10634071035864644,-0.04669392592592592,0.9999999999999866,False,negligible
0.3,popularity,jsd,225,2250,0.8515555555555555,0.0,0.14492644698781765,0.12738801462632676,0.13735977954075312,0.1630637037037037,6.239216417073475e-290,True,small
0.3,random,jsd,225,2250,0.9991111111111111,0.0,0.5389366236152504,0.5523701326649396,0.2993032001983027,0.40165925925925927,0.0,True,medium
0.3,simple_markov,jsd,225,2250,0.9622222222222222,0.0,0.7729674491190566,0.7612922723602347,0.5908391724844702,0.4501274074074074,0.0,True,medium
0.3,full_information,kl,225,2250,0.42933333333333334,0.0,-0.10722900653342739,-0.04362606284797427,0.49998225952949726,-0.050831012345679015,0.999999999999934,False,negligible
0.3,popularity,kl,225,2250,0.8404444444444444,0.0,0.9279844570752781,0.5137186736795626,2.476710888913396,0.16878024691358023,7.131522875197124e-278,True,small
0.3,random,kl,225,2250,0.9982222222222222,0.0,2.6256606736416406,2.5927777685548046,1.622915184231073,0.43096296296296294,0.0,True,medium
0.3,simple_markov,kl,225,2250,1.0,0.0,32.95332130216903,33.24524695622202,21.947904619921733,0.9407676049382716,0.0,True,large
0.3,full_information,mse,225,2250,0.276,0.0,-0.0036342865612564823,-0.001357339322567007,0.0069894383049688485,-0.05137264197530864,1.0,False,negligible
0.3,popularity,mse,225,2250,0.7093333333333334,0.0,0.001508573299782613,0.001323767963470699,0.005391527713984386,0.026524444444444444,3.871910439394715e-77,True,negligible
0.3,random,mse,225,2250,0.9644444444444444,0.0,0.015619209034485892,0.012935071870684597,0.012196329244532598,0.21459792592592591,0.0,True,small
0.3,simple_markov,mse,225,2250,0.9395555555555556,0.0,0.019560068416397524,0.016002609986038297,0.016531690332933585,0.24335841975308642,0.0,True,small
0.3,full_information,spa,225,2250,0.32355555555555554,0.0,-0.007580737658891301,-0.0040451798180325405,0.015015014403659103,-0.06420582716049383,1.0,False,negligible
0.3,popularity,spa,225,2250,0.7866666666666666,0.0,0.007542480776770464,0.007946141296267084,0.0119905671343422,0.06464553086419753,6.345594786707877e-161,True,negligible
0.3,random,spa,225,2250,0.996,0.0,0.04700398053011112,0.044637634281848415,0.02701059005633086,0.31531496296296296,0.0,True,small
0.3,simple_markov,spa,225,2250,0.68,0.0,0.015747850160612985,0.01105765675654291,0.0260258791631891,0.10360296296296297,6.165717027453057e-125,True,negligible
0.5,full_information,acc,225,2250,0.3462222222222222,0.064,-0.009874851432518095,-0.005998015873016127,0.027768381130651495,-0.04812562962962963,1.0,False,negligible
0.5,popularity,acc,225,2250,0.4057777777777778,0.11555555555555555,-0.002445833006499672,0.0,0.021697731257938366,-0.011833283950617285,0.9999992604296772,False,negligible
0.5,random,acc,225,2250,0.9293333333333333,0.006666666666666667,0.07421084791751456,0.06339123376623373,0.05886021197592176,0.2794718024691358,0.0,True,small
0.5,simple_markov,acc,225,2250,0.8204444444444444,0.016444444444444446,0.04497125367225365,0.03499999999999992,0.05073664731992221,0.1675606913580247,1.321058047524724e-259,True,small
0.5,full_information,ace,225,2250,0.36,0.0,-0.007125722151024492,-0.00394807992110921,0.017920367866520664,-0.014740148148148148,1.0,False,negligible
0.5,popularity,ace,225,2250,0.5711111111111111,0.0,0.004623425432171151,0.0013825638440985374,0.07818968046586194,0.003578469135802469,8.375429051138663e-08,True,negligible
0.5,random,ace,225,2250,0.8666666666666667,0.0,0.03574362048205572,0.023633380548786283,0.043367259596918284,0.05508266666666667,1.465405421981427e-278,True,negligible
0.5,simple_markov,ace,225,2250,0.9648888888888889,0.0,1.0475148463576007,0.8095857583106184,0.917483331287488,0.6744798024691357,0.0,True,large
0.5,full_information,hd,225,2250,0.45022222222222225,0.0,-0.03303870858681619,-0.014245494246821505,0.1491051838969842,-0.0319759012345679,0.9999999999999969,False,negligible
0.5,popularity,hd,225,2250,0.7217777777777777,0.0,0.10044051648235759,0.09265205265706555,0.16156888577818254,0.08045906172839506,4.944252508217099e-144,True,negligible
0.5,random,hd,225,2250,0.9831111111111112,0.0,0.5403996696016997,0.5302537251558953,0.31810947054667016,0.3088,0.0,True,small
0.5,simple_markov,hd,225,2250,0.9937777777777778,0.0,1.5028442900431664,1.5619247926560322,0.8550984295585359,0.5255968395061729,0.0,True,large
0.5,full_information,jsd,225,2250,0.44622222222222224,0.0,-0.013279293146207682,-0.004928355418133704,0.06243979656689824,-0.036987654320987655,0.999999999999956,False,negligible
0.5,popularity,jsd,225,2250,0.7164444444444444,0.0,0.04231402904693471,0.03111080976465002,0.0697931294927263,0.08062103703703703,1.320991463804852e-138,True,negligible
0.5,random,jsd,225,2250,0.9902222222222222,0.0,0.25008758183754487,0.24858922055898505,0.15944840299280255,0.37345185185185187,0.0,True,medium
0.5,simple_markov,jsd,225,2250,0.9964444444444445,0.0,0.8646199846560798,0.8964300812253267,0.5495435195572569,0.6473307654320988,0.0,True,large
0.5,full_information,kl,225,2250,0.44755555555555554,0.0,-0.05733267272817054,-0.02256689267026682,0.29218911931180436,-0.03861135802469136,0.9999999999987343,False,negligible
0.5,popularity,kl,225,2250,0.7066666666666667,0.0,0.24042336753038812,0.1248619663385307,0.9586307866971276,0.07998222222222222,7.501910220260293e-130,True,negligible
0.5,random,kl,225,2250,0.988,0.0,1.2330146896574443,1.1774335330922678,0.8463383006461825,0.3915851851851852,0.0,True,medium
0.5,simple_markov,kl,225,2250,1.0,0.0,34.16624556025069,33.10474355410264,20.44796672516773,0.9891243456790123,0.0,True,large
0.5,full_information,mse,225,2250,0.3288888888888889,0.0,-0.002282787448623115,-0.0008003227412701,0.005079007501982591,-0.02803101234567901,1.0,False,negligible
0.5,popularity,mse,225,2250,0.5346666666666666,0.0,-0.00011518853449868809,0.00016667012549155535,0.0037745101425348845,-0.0024837530864197533,0.36052306829313785,False,negligible
0.5,random,mse,225,2250,0.8662222222222222,0.0,0.0062792221292372625,0.0048718028757071,0.007159066181650896,0.08187022222222222,9.481160054159841e-265,True,negligible
0.5,simple_markov,mse,225,2250,0.9457777777777778,0.0,0.014940473162473688,0.011750763535783446,0.01282484992648879,0.174959012345679,0.0,True,small
0.5,full_information,spa,225,2250,0.37822222222222224,0.0,-0.003142091727647484,-0.0016512113614864377,0.008784639249753307,-0.024289975308641975,1.0,False,negligible
0.5,popularity,spa,225,2250,0.7057777777777777,0.0,0.0024059816624389455,0.0028840974173713896,0.007733644900664155,0.017733135802469137,4.6358225414497166e-69,True,negligible
0.5,random,spa,225,2250,0.9711111111111111,0.0,0.024104245278647542,0.02212819619250339,0.016175987702839605,0.15917274074074075,0.0,True,small
0.5,simple_markov,spa,225,2250,0.6284444444444445,0.0,0.008106040169059699,0.00570733743218127,0.018082903145505255,0.053362567901234566,2.9945609715985502e-74,True,negligible
