future_alpha_beta,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
"10.0,2.5",simple_markov,mse,135,1350,0.9414814814814815,0.0,0.016914705659550694,0.013076634799317248,0.015247204510445266,0.2605256515775034,2.883916898237358e-212,True,small
"10.0,2.5",bayesian_network,spa,135,1350,0.8422222222222222,0.0,0.02263482804323531,0.016384461345816226,0.02726529658698817,0.1997849108367627,1.0670670077565609e-156,True,small
"10.0,2.5",full_information,spa,135,1350,0.35777777777777775,0.0,-0.009384969959943947,-0.0029060522661439325,0.02098691500924735,-0.09375802469135802,1.0,False,negligible
"10.0,2.5",popularity,spa,135,1350,0.7274074074074074,0.0,0.004958892804916006,0.004847784065708127,0.015052407048115198,0.04250644718792867,2.870529920965512e-56,True,negligible
"10.0,2.5",random,spa,135,1350,0.9911111111111112,0.0,0.04275143886147156,0.03537378624989207,0.03057395280897453,0.36979753086419753,6.527725413460098e-222,True,medium
"10.0,2.5",simple_markov,spa,135,1350,0.8044444444444444,0.0,0.022444610322640116,0.018215741286456033,0.025837250984438717,0.19782057613168724,3.9999267298416837e-146,True,small
"2.5,10.0",bayesian_network,acc,135,1350,0.6977777777777778,0.01925925925925926,0.02786361552028218,0.02305952380952392,0.05085930644488743,0.12668367626886146,6.959566512747637e-73,True,negligible
"2.5,10.0",full_information,acc,135,1350,0.3237037037037037,0.16,-0.007986169900058791,-0.0025000000000000022,0.027840038731758356,-0.03388312757201646,1.0,False,negligible
"2.5,10.0",popularity,acc,135,1350,0.3674074074074074,0.20444444444444446,-0.0031330452674897136,0.0,0.023960909736671775,-0.016770919067215364,0.999995003883401,False,negligible
"2.5,10.0",random,acc,135,1350,0.9548148148148148,0.008148148148148147,0.14729084950029392,0.127625,0.10624274186810165,0.48282688614540464,9.981335726013625e-217,True,large
"2.5,10.0",simple_markov,acc,135,1350,0.8037037037037037,0.0362962962962963,0.0610897795414462,0.04749999999999993,0.06581595775378579,0.21170589849108368,2.6872846356869276e-159,True,small
"2.5,10.0",bayesian_network,ace,135,1350,0.7814814814814814,0.0,0.07869529135313116,0.04207699096063999,0.12038504316352,0.10083840877914951,1.3781519017639266e-128,True,negligible
"2.5,10.0",full_information,ace,135,1350,0.4096296296296296,0.0,-0.00954202235743754,-0.00334815973883959,0.025257354412891203,-0.013206035665294925,1.0,False,negligible
"2.5,10.0",popularity,ace,135,1350,0.7451851851851852,0.0,0.033237391794190344,0.013464893662161546,0.11692861113317124,0.04891522633744856,6.833151669011825e-92,True,negligible
"2.5,10.0",random,ace,135,1350,0.9355555555555556,0.0,0.14731594471401344,0.10249843475722648,0.14692312697855264,0.2103604938271605,3.274271779575653e-213,True,small
"2.5,10.0",simple_markov,ace,135,1350,0.9548148148148148,0.0,1.4040874789473368,1.2357052413222187,1.0653438712897159,0.6898710562414266,5.39891974558774e-220,True,large
"2.5,10.0",bayesian_network,hd,135,1350,0.5244444444444445,0.0,0.012799278631980979,0.026281145535314743,0.5139836959006929,0.001661454046639232,0.02514575865605452,True,negligible
"2.5,10.0",full_information,hd,135,1350,0.4140740740740741,0.0,-0.05521102884852085,-0.024526168264323356,0.19001933249330133,-0.02975363511659808,1.0,False,negligible
"2.5,10.0",popularity,hd,135,1350,0.8333333333333334,0.0,0.28995929872294063,0.24259220799926373,0.30684591483817025,0.0996718792866941,6.625805184262835e-163,True,negligible
"2.5,10.0",random,hd,135,1350,0.9933333333333333,0.0,0.9229971622365203,0.8576188819638051,0.5675535202252012,0.2698930041152263,1.7404483810104004e-222,True,small
"2.5,10.0",simple_markov,hd,135,1350,0.8888888888888888,0.0,1.0247730054623239,0.7829755178066662,0.9288184547271472,0.3182310013717421,1.3172601357847775e-193,True,small
"2.5,10.0",bayesian_network,jsd,135,1350,0.5407407407407407,0.0,0.012763705438949979,0.013718801366440561,0.28839835199285374,0.02118628257887517,0.00025326613022717137,True,negligible
"2.5,10.0",full_information,jsd,135,1350,0.40370370370370373,0.0,-0.030118953224133597,-0.012708295540447806,0.11652213909315734,-0.040815363511659805,1.0,False,negligible
"2.5,10.0",popularity,jsd,135,1350,0.8288888888888889,0.0,0.1778595234855634,0.1090137620623779,0.21995236062830004,0.1199352537722908,3.579209633266274e-160,True,negligible
"2.5,10.0",random,jsd,135,1350,0.9977777777777778,0.0,0.6238780743171433,0.488703658176994,0.5070140931328705,0.3612674897119342,1.4764136861804683e-222,True,medium
"2.5,10.0",simple_markov,jsd,135,1350,0.8903703703703704,0.0,0.6246715517231871,0.4931792830464305,0.5911653802348608,0.386640329218107,5.975829039271311e-191,True,medium
"2.5,10.0",bayesian_network,kl,135,1350,0.5888888888888889,0.0,0.6327269640593055,0.13325434058245977,2.485711086469995,0.062441700960219476,5.166493977789981e-22,True,negligible
"2.5,10.0",full_information,kl,135,1350,0.39925925925925926,0.0,-0.12872185208788295,-0.05952762293770281,0.5201305046084769,-0.044624417009602194,1.0,False,negligible
"2.5,10.0",popularity,kl,135,1350,0.8214814814814815,0.0,1.3465300475019724,0.46575734708354743,4.411961912347685,0.1302737997256516,2.2931020110259457e-156,True,negligible
"2.5,10.0",random,kl,135,1350,0.9955555555555555,0.0,2.9366011978078537,2.2125485948357935,2.4911232046041127,0.3934979423868313,1.5129695911930774e-222,True,medium
"2.5,10.0",simple_markov,kl,135,1350,1.0,0.0,29.794671491714922,27.742700637143557,21.056367936078658,0.9051171467764061,1.4279826080709742e-222,True,large
"2.5,10.0",bayesian_network,mse,135,1350,0.7985185185185185,0.0,0.007263238451992093,0.0044123278375448995,0.010129965515913617,0.13648724279835392,1.4833659684525432e-131,True,negligible
"2.5,10.0",full_information,mse,135,1350,0.3725925925925926,0.0,-0.0011761699400893927,-0.0004260176792740492,0.003026889125666058,-0.022457064471879288,1.0,False,negligible
"2.5,10.0",popularity,mse,135,1350,0.7118518518518518,0.0,0.001418943917820805,0.0010488272855666498,0.003344854808803977,0.04045102880658436,1.6897983567720304e-60,True,negligible
"2.5,10.0",random,mse,135,1350,0.9437037037037037,0.0,0.01489044531721854,0.010379504771888249,0.014318091596941501,0.26743703703703703,3.460796365999935e-212,True,small
"2.5,10.0",simple_markov,mse,135,1350,0.9177777777777778,0.0,0.013759773537441702,0.010864042864233904,0.012308414476558636,0.22669410150891633,1.5157699358785738e-201,True,small
"2.5,10.0",bayesian_network,spa,135,1350,0.6125925925925926,0.0,0.004031909133502409,0.002514407303820798,0.01478791892971399,0.04063648834019205,4.034598864778987e-23,True,negligible
"2.5,10.0",full_information,spa,135,1350,0.4274074074074074,0.0,-0.0022219942851408854,-0.0008774228543041995,0.008244483122690384,-0.02537283950617284,0.9999999999999968,False,negligible
"2.5,10.0",popularity,spa,135,1350,0.7896296296296297,0.0,0.007616817073355694,0.006094963648044127,0.012464995036593506,0.07686255144032922,8.000119114720654e-102,True,negligible
"2.5,10.0",random,spa,135,1350,0.9792592592592593,0.0,0.03977675031191574,0.031293302155554925,0.03090315353297481,0.3592395061728395,1.6432568618759865e-221,True,medium
"2.5,10.0",simple_markov,spa,135,1350,0.5214814814814814,0.0,0.0029408899434223207,0.0007871744579397433,0.016816483344399686,0.029766803840877914,4.175178023723378e-06,True,negligible
"2.5,2.5",bayesian_network,acc,135,1350,0.8118518518518518,0.003703703703703704,0.04904333954111731,0.04166666666666663,0.05855975242742995,0.2673355281207133,1.447227264441246e-140,True,small
"2.5,2.5",full_information,acc,135,1350,0.27037037037037037,0.1385185185185185,-0.01557988240154907,-0.007847222222222283,0.03377141703499936,-0.09425953360768176,1.0,False,negligible
"2.5,2.5",popularity,acc,135,1350,0.35777777777777775,0.19037037037037038,-0.002530925268147486,0.0,0.024890133760183376,-0.016793964334705074,0.9999598395260668,False,negligible
"2.5,2.5",random,acc,135,1350,0.9637037037037037,0.0022222222222222222,0.13386367017755904,0.1230535714285712,0.08580325560328675,0.5790085048010974,4.1353103719014224e-219,True,large
"2.5,2.5",simple_markov,acc,135,1350,0.8711111111111111,0.017037037037037038,0.06803335600613376,0.05889844877344874,0.06337612942330298,0.3235122085048011,7.761062512397746e-183,True,small
"2.5,2.5",bayesian_network,ace,135,1350,0.8844444444444445,0.0,0.1303896401576714,0.07720650730428102,0.16513799646339744,0.25230727023319616,1.0307712072472041e-186,True,small
"2.5,2.5",full_information,ace,135,1350,0.2962962962962963,0.0,-0.014215237048110651,-0.007107577146100864,0.02854434460645149,-0.04558683127572016,1.0,False,negligible
"2.5,2.5",popularity,ace,135,1350,0.6933333333333334,0.0,0.04405850148132721,0.008240476078713171,0.20842677495879894,0.05657393689986283,1.435296095092334e-61,True,negligible
"2.5,2.5",random,ace,135,1350,0.9466666666666667,0.0,0.1026500370757777,0.07365773148632943,0.09274206225265506,0.2763753086419753,2.273178621014435e-211,True,small
"2.5,2.5",simple_markov,ace,135,1350,0.9725925925925926,0.0,1.0962224744575637,0.9844157168287082,0.7443316912496736,0.7873141289437586,1.852354869818244e-221,True,large
"2.5,2.5",bayesian_network,hd,135,1350,0.5303703703703704,0.0,0.01711412765329114,0.026703535669701794,0.5136004509896592,0.003715775034293553,0.022365625211464533,True,negligible
"2.5,2.5",full_information,hd,135,1350,0.44074074074074077,0.0,-0.05567753908484056,-0.024571004516862782,0.21864082258840786,-0.028952537722908095,0.999999999997249,False,negligible
"2.5,2.5",popularity,hd,135,1350,0.8311111111111111,0.0,0.2862023284951236,0.23933347828362117,0.3076134587635651,0.10061124828532236,3.3303475507698794e-161,True,negligible
"2.5,2.5",random,hd,135,1350,0.9925925925925926,0.0,0.9235446717768442,0.8558028838633573,0.5652364624001649,0.2701980795610425,2.2225615724222523e-222,True,small
"2.5,2.5",simple_markov,hd,135,1350,0.8881481481481481,0.0,1.0040902773084632,0.7879127278426323,0.922126302144454,0.31750452674897117,1.1492061682788922e-189,True,small
"2.5,2.5",bayesian_network,jsd,135,1350,0.5481481481481482,0.0,0.018073351526439078,0.019306307440809696,0.28860144143022487,0.025474897119341564,6.924569797827105e-05,True,negligible
"2.5,2.5",full_information,jsd,135,1350,0.43777777777777777,0.0,-0.03179615801263616,-0.008833310630909752,0.1481306569970998,-0.03770754458161866,0.9999999977002683,False,negligible
"2.5,2.5",popularity,jsd,135,1350,0.8222222222222222,0.0,0.17547093147523257,0.11090556749463455,0.22039577537141938,0.12026117969821673,7.229524501261221e-157,True,negligible
"2.5,2.5",random,jsd,135,1350,0.9977777777777778,0.0,0.6237994003112696,0.48916633489327227,0.505734042828866,0.3624614540466392,1.736583387808017e-222,True,medium
"2.5,2.5",simple_markov,jsd,135,1350,0.882962962962963,0.0,0.6091952486392904,0.4885888916531549,0.5840671189220079,0.381758024691358,6.434980330254751e-186,True,medium
"2.5,2.5",bayesian_network,kl,135,1350,0.597037037037037,0.0,0.653010365845323,0.163955553789356,2.4711685141167474,0.06733827160493827,1.6977615091426517e-25,True,negligible
"2.5,2.5",full_information,kl,135,1350,0.43407407407407406,0.0,-0.14403008933343683,-0.04042212740566392,0.671808109021044,-0.042671056241426614,0.9999999989474424,False,negligible
"2.5,2.5",popularity,kl,135,1350,0.8222222222222222,0.0,1.3475114915187911,0.4916042946938819,4.379018125598246,0.1378480109739369,1.7282072665190634e-156,True,negligible
"2.5,2.5",random,kl,135,1350,0.9962962962962963,0.0,2.9332395120614145,2.2276402422433685,2.481334818590017,0.3953832647462277,2.2877162244037625e-222,True,medium
"2.5,2.5",simple_markov,kl,135,1350,1.0,0.0,29.170469483709937,27.534936628739416,20.586941921093626,0.9049657064471879,1.4279826080709742e-222,True,large
"2.5,2.5",bayesian_network,mse,135,1350,0.8925925925925926,0.0,0.024665203829475565,0.01716218185427725,0.026068819574050415,0.2694463648834019,3.0104397845121252e-193,True,small
"2.5,2.5",full_information,mse,135,1350,0.27185185185185184,0.0,-0.004171968480460001,-0.0014347080141305993,0.007978771538536872,-0.05514183813443073,1.0,False,negligible
"2.5,2.5",popularity,mse,135,1350,0.6562962962962963,0.0,0.0015681345387650258,0.0012085736100339948,0.00585670266688506,0.027950617283950617,7.4850116199634855e-31,True,negligible
"2.5,2.5",random,mse,135,1350,0.937037037037037,0.0,0.02085565738380457,0.01546560511872885,0.019606554024391785,0.2687901234567901,5.594263298950546e-208,True,small
"2.5,2.5",simple_markov,mse,135,1350,0.9444444444444444,0.0,0.023756231258599065,0.019209080006082298,0.019750586571286685,0.2720460905349794,3.210774473550836e-213,True,small
"2.5,2.5",bayesian_network,spa,135,1350,0.7955555555555556,0.0,0.02198972778029375,0.015569844546232114,0.02993836260069842,0.15590013717421125,8.007191991929967e-128,True,small
"2.5,2.5",full_information,spa,135,1350,0.31037037037037035,0.0,-0.009597852660795464,-0.004775226851714831,0.019290905488573068,-0.07884115226337449,1.0,False,negligible
"2.5,2.5",popularity,spa,135,1350,0.7518518518518519,0.0,0.008638585929114356,0.007671297889907003,0.018813373440025812,0.05646529492455418,5.972324063394195e-73,True,negligible
"2.5,2.5",random,spa,135,1350,0.9896296296296296,0.0,0.06266588165088548,0.05094652069251748,0.04493565104945097,0.40187654320987654,2.5622815455004625e-222,True,medium
"2.5,2.5",simple_markov,spa,135,1350,0.7148148148148148,0.0,0.021694937260735476,0.015537820740096409,0.03134959487379091,0.1491775034293553,2.846638368424118e-98,True,small
"2.5,5.0",bayesian_network,acc,135,1350,0.7674074074074074,0.017777777777777778,0.044742099669877425,0.03933333333333339,0.05756376959734099,0.2066249657064472,1.362067354128501e-125,True,small
"2.5,5.0",full_information,acc,135,1350,0.30518518518518517,0.14148148148148149,-0.013407418034640257,-0.0050000000000000044,0.03274469984907503,-0.06548148148148149,1.0,False,negligible
"2.5,5.0",popularity,acc,135,1350,0.362962962962963,0.2,-0.002682881809548476,0.0,0.026627292459746228,-0.012916323731138546,0.9998238951636457,False,negligible
"2.5,5.0",random,acc,135,1350,0.9814814814814815,0.005185185185185185,0.15980760190426857,0.14766666666666667,0.10148229563871212,0.5630611796982168,9.455272633339432e-221,True,large
"2.5,5.0",simple_markov,acc,135,1350,0.8659259259259259,0.028148148148148148,0.07598479898702118,0.06260714285714297,0.07178235968842606,0.2916647462277092,8.156204277141574e-183,True,small
"2.5,5.0",bayesian_network,ace,135,1350,0.8622222222222222,0.0,0.12468365999808531,0.07026403048315444,0.17498348754177442,0.18719122085048012,1.3611055287161387e-174,True,small
"2.5,5.0",full_information,ace,135,1350,0.3214814814814815,0.0,-0.015251496543768747,-0.007339193743295794,0.03185146117814776,-0.03246858710562414,1.0,False,negligible
"2.5,5.0",popularity,ace,135,1350,0.7614814814814815,0.0,0.05284656852163541,0.013557118356534115,0.2408581863711978,0.05874458161865569,5.9115454740020925e-92,True,negligible
"2.5,5.0",random,ace,135,1350,0.9696296296296296,0.0,0.13741874786484948,0.09921283846003448,0.123804702094419,0.25780740740740743,4.6384942102680216e-219,True,small
"2.5,5.0",simple_markov,ace,135,1350,0.9703703703703703,0.0,1.3522372647030487,1.261383212854291,0.9379937053544282,0.770160768175583,3.5865731495827586e-221,True,large
"2.5,5.0",bayesian_network,hd,135,1350,0.5385185185185185,0.0,0.026250494334489755,0.034355833264636204,0.5202997417203074,0.011825514403292181,0.001198937785722664,True,negligible
"2.5,5.0",full_information,hd,135,1350,0.40370370370370373,0.0,-0.07614717777694399,-0.03731916326596496,0.21867951021817444,-0.03528449931412894,1.0,False,negligible
"2.5,5.0",popularity,hd,135,1350,0.8348148148148148,0.0,0.2945573852676621,0.24172811974447406,0.313866801953306,0.10263703703703704,3.8895083882213114e-162,True,negligible
"2.5,5.0",random,hd,135,1350,0.9948148148148148,0.0,0.9224639641803939,0.8399087993444503,0.563444667364959,0.26925102880658436,2.024466215580737e-222,True,small
"2.5,5.0",simple_markov,hd,135,1350,0.8822222222222222,0.0,1.0053408846737448,0.7439343631800478,0.9170503486201488,0.3174705075445816,2.210545026226785e-192,True,small
"2.5,5.0",bayesian_network,jsd,135,1350,0.5666666666666667,0.0,0.020829719182506503,0.020570390687437195,0.29334596521015577,0.03480164609053498,1.1781361779417215e-06,True,negligible
"2.5,5.0",full_information,jsd,135,1350,0.39037037037037037,0.0,-0.04281821868293041,-0.01641795551211666,0.14359557215127713,-0.046008230452674895,1.0,False,negligible
"2.5,5.0",popularity,jsd,135,1350,0.8244444444444444,0.0,0.18025776160284118,0.11137963718213381,0.2233585058332453,0.12337668038408779,4.511366294486074e-157,True,negligible
"2.5,5.0",random,jsd,135,1350,0.9955555555555555,0.0,0.6238629388287249,0.48602294549351116,0.5059125098984892,0.36130041152263376,1.7638194745074464e-222,True,medium
"2.5,5.0",simple_markov,jsd,135,1350,0.8785185185185185,0.0,0.612434087193709,0.4830009777773349,0.5829044796986248,0.3814902606310014,8.539740183705143e-189,True,medium
"2.5,5.0",bayesian_network,kl,135,1350,0.6185185185185185,0.0,0.6985037474299494,0.18233397071457313,2.640658162214504,0.08242085048010973,4.071797571398777e-29,True,negligible
"2.5,5.0",full_information,kl,135,1350,0.3962962962962963,0.0,-0.18751363731695925,-0.06999686379653414,0.6449782007296839,-0.051553360768175585,1.0,False,negligible
"2.5,5.0",popularity,kl,135,1350,0.8237037037037037,0.0,1.423217450669242,0.4754444394486739,4.4479389529392295,0.13746941015089162,1.5029752081859069e-155,True,negligible
"2.5,5.0",random,kl,135,1350,0.9948148148148148,0.0,2.9354778452992627,2.217218231587954,2.487027085759614,0.3940082304526749,1.9278449220709516e-222,True,medium
"2.5,5.0",simple_markov,kl,135,1350,1.0,0.0,29.315680137467268,28.340325383587256,20.71231031044252,0.9004290809327846,1.4279826080709742e-222,True,large
"2.5,5.0",bayesian_network,mse,135,1350,0.8822222222222222,0.0,0.016767394860858213,0.010699870025782,0.01884078843959209,0.21638079561042525,3.8868493194628166e-182,True,small
"2.5,5.0",full_information,mse,135,1350,0.3074074074074074,0.0,-0.0028241876817170393,-0.0010271715000272005,0.005653641207812551,-0.040669410150891636,1.0,False,negligible
"2.5,5.0",popularity,mse,135,1350,0.7155555555555555,0.0,0.0017639590629290839,0.001432152690246203,0.0047917697728261915,0.039431550068587104,3.410913757381256e-55,True,negligible
"2.5,5.0",random,mse,135,1350,0.9711111111111111,0.0,0.020432814083285063,0.014305329441113599,0.01862117283133782,0.2796641975308642,1.4114115326004809e-217,True,small
"2.5,5.0",simple_markov,mse,135,1350,0.9503703703703704,0.0,0.020775566444837266,0.01579284700585385,0.01802952365804095,0.25686145404663924,1.8357809056841197e-212,True,small
"2.5,5.0",bayesian_network,spa,135,1350,0.7474074074074074,0.0,0.012924866763433067,0.009495152139022633,0.021671290837629108,0.10109410150891632,6.274974137179788e-92,True,negligible
"2.5,5.0",full_information,spa,135,1350,0.3422222222222222,0.0,-0.006527244278145843,-0.003107114775808384,0.014131161838709543,-0.05616241426611797,1.0,False,negligible
"2.5,5.0",popularity,spa,135,1350,0.7711111111111111,0.0,0.009242659127543826,0.007766476216052087,0.016890893858252175,0.06882524005486969,3.750477924928306e-86,True,negligible
"2.5,5.0",random,spa,135,1350,0.9925925925925926,0.0,0.057084124532419615,0.047071171579893656,0.04129386608926716,0.3845432098765432,2.0931034816133997e-222,True,medium
"2.5,5.0",simple_markov,spa,135,1350,0.6481481481481481,0.0,0.012704737202414806,0.007662113020174721,0.026182184813529807,0.09234128943758574,3.1776184172361992e-52,True,negligible
"5.0,2.5",bayesian_network,acc,135,1350,0.8096296296296296,0.006666666666666667,0.043522100224877985,0.037952561327561085,0.05138577727569395,0.3152104252400549,3.36067853005487e-142,True,small
"5.0,2.5",full_information,acc,135,1350,0.26296296296296295,0.16444444444444445,-0.01607929623874069,-0.005436507936507795,0.03405448078754958,-0.12642688614540468,1.0,False,negligible
"5.0,2.5",popularity,acc,135,1350,0.3348148148148148,0.22814814814814816,-0.0021037069309291535,0.0,0.022859358016363303,-0.015883676268861453,0.9999470024945183,False,negligible
"5.0,2.5",random,acc,135,1350,0.9607407407407408,0.005185185185185185,0.09813112626057068,0.09216565379065356,0.062454901972759526,0.6073048010973937,5.794598728259e-218,True,large
"5.0,2.5",simple_markov,acc,135,1350,0.8585185185185186,0.012592592592592593,0.05389540527373859,0.0462976190476192,0.05032197636603707,0.36233415637860084,1.4979203117715413e-180,True,medium
"5.0,2.5",bayesian_network,ace,135,1350,0.8911111111111111,0.0,0.11959211646273447,0.07199306466133107,0.1601298145107788,0.35564334705075445,4.1579866421745917e-193,True,medium
"5.0,2.5",full_information,ace,135,1350,0.3125925925925926,0.0,-0.0135232846347833,-0.0067640011530569755,0.02647650202498781,-0.07703593964334705,1.0,False,negligible
"5.0,2.5",popularity,ace,135,1350,0.6703703703703704,0.0,0.04550954810001742,0.005219945643865687,0.26595968533353387,0.047382167352537724,9.744632468136653e-43,True,negligible
"5.0,2.5",random,ace,135,1350,0.9251851851851852,0.0,0.06308915225732095,0.0478090478895066,0.057971510893730725,0.3244148148148148,8.000994519072382e-202,True,small
"5.0,2.5",simple_markov,ace,135,1350,0.9725925925925926,0.0,0.7699419427719478,0.675705427746227,0.5527872284736294,0.8282227709190673,4.2918567675149606e-221,True,large
"5.0,2.5",bayesian_network,hd,135,1350,0.5437037037037037,0.0,0.02932472313584163,0.02891074228779522,0.5215372573476262,0.005562688614540467,0.002645338287463753,True,negligible
"5.0,2.5",full_information,hd,135,1350,0.5037037037037037,0.0,-0.020512753589613325,0.002138102438942857,0.20629676713071274,-0.01413991769547325,0.8322214579865554,False,negligible
"5.0,2.5",popularity,hd,135,1350,0.8296296296296296,0.0,0.28767620329488797,0.23851207971402777,0.31253514572228575,0.09812345679012345,1.42393644567748e-159,True,negligible
"5.0,2.5",random,hd,135,1350,0.9874074074074074,0.0,0.9254254214246783,0.8476878644095637,0.5693704883776712,0.26923456790123457,3.136501453902051e-222,True,small
"5.0,2.5",simple_markov,hd,135,1350,0.8814814814814815,0.0,1.011587380908811,0.7815201006006827,0.9232826134153511,0.31947544581618653,7.30492688813928e-192,True,small
"5.0,2.5",bayesian_network,jsd,135,1350,0.5614814814814815,0.0,0.023673832793618427,0.01658546201198219,0.30197727554562553,0.027506172839506172,5.188531664051403e-06,True,negligible
"5.0,2.5",full_information,jsd,135,1350,0.5037037037037037,0.0,-0.013080175412391832,0.0005199884782884356,0.13946646337278729,-0.020240329218106996,0.750159118824649,False,negligible
"5.0,2.5",popularity,jsd,135,1350,0.8251851851851851,0.0,0.17630975415239367,0.11163058998024672,0.22453922947208255,0.11775363511659807,1.0921093957327406e-153,True,negligible
"5.0,2.5",random,jsd,135,1350,0.9955555555555555,0.0,0.6244754367973547,0.48554075674940533,0.5067946965469887,0.3613827160493827,1.694630220243622e-222,True,medium
