n_students,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
100,popularity,ace,225,2250,0.7128888888888889,0.0,0.02200959159613196,0.007435330758486097,0.11271801286843927,0.04335130864197531,1.9053855939825547e-116,True,negligible
100,random,ace,225,2250,0.9484444444444444,0.0,0.09660568485884165,0.05806044803931311,0.10778217207522633,0.18220325925925926,0.0,True,small
100,simple_markov,ace,225,2250,0.9644444444444444,0.0,1.0287436311099778,0.8000453520175341,0.8768864658228063,0.700303012345679,0.0,True,large
100,full_information,hd,225,2250,0.4737777777777778,0.0,-0.03346630069277687,-0.009204353190656739,0.19905786968537714,-0.02093116049382716,0.9999996082390991,False,negligible
100,popularity,hd,225,2250,0.84,0.0,0.28733520719219624,0.23808805157988355,0.3041976071083287,0.10048908641975308,4.645088274688613e-274,True,negligible
100,random,hd,225,2250,0.9964444444444445,0.0,0.9199112730074482,0.8477458218367522,0.562125196953434,0.2678617283950617,0.0,True,small
100,simple_markov,hd,225,2250,0.8808888888888889,0.0,1.0079470305947063,0.7093497505927546,0.938890307421285,0.3207186172839506,0.0,True,small
100,full_information,jsd,225,2250,0.46355555555555555,0.0,-0.01861202566796441,-0.0047047370625872,0.13177386133058153,-0.029331753086419752,0.9999919310713675,False,negligible
100,popularity,jsd,225,2250,0.836,0.0,0.17885387282578238,0.10914567166636088,0.2222402720017,0.12318893827160494,3.204524907471715e-269,True,negligible
100,random,jsd,225,2250,0.9995555555555555,0.0,0.6250943996974586,0.4909457421856043,0.5062417991231779,0.3620246913580247,0.0,True,medium
100,simple_markov,jsd,225,2250,0.8817777777777778,0.0,0.6155016831146443,0.4713284739703344,0.5915441703835727,0.38472019753086417,0.0,True,medium
100,full_information,kl,225,2250,0.4648888888888889,0.0,-0.08318006953589917,-0.02112423075240416,0.5906673379922899,-0.033069037037037036,0.9999931334141762,False,negligible
100,popularity,kl,225,2250,0.8302222222222222,0.0,0.9764559500057892,0.4663056705649955,2.286283254415676,0.13091832098765432,2.3678802963534107e-265,True,negligible
100,random,kl,225,2250,0.9986666666666667,0.0,2.9496126121922353,2.218610553295494,2.492656689992758,0.39641481481481483,0.0,True,medium
100,simple_markov,kl,225,2250,1.0,0.0,29.60224825769758,27.873842528993695,21.115812571223334,0.9056553086419753,0.0,True,large
100,full_information,mse,225,2250,0.29777777777777775,0.0,-0.00352896994085879,-0.001100514084100699,0.007205803945981472,-0.04923101234567901,1.0,False,negligible
100,popularity,mse,225,2250,0.6888888888888889,0.0,0.0016363573978821237,0.001287543530600099,0.005115147676234612,0.034635456790123455,5.13398621371661e-78,True,negligible
100,random,mse,225,2250,0.9484444444444444,0.0,0.017524216847340103,0.012303725336465496,0.016993334907539837,0.247808,0.0,True,small
100,simple_markov,mse,225,2250,0.9488888888888889,0.0,0.02048628703200059,0.01610672706600265,0.01808315777437969,0.2566352592592593,0.0,True,small
100,full_information,spa,225,2250,0.3408888888888889,0.0,-0.007340432745060399,-0.002808939241372599,0.01694974322716332,-0.058416197530864196,1.0,False,negligible
100,popularity,spa,225,2250,0.7751111111111111,0.0,0.008251477481600322,0.006922571140035083,0.015665395194575802,0.06463683950617284,1.0983532185151015e-146,True,negligible
100,random,spa,225,2250,0.9902222222222222,0.0,0.051300036167690105,0.041172725412589206,0.03896949258699039,0.33697066666666664,0.0,True,medium
100,simple_markov,spa,225,2250,0.6844444444444444,0.0,0.01656051420643341,0.009755448521904131,0.0283075789854804,0.10851437037037037,1.1822954913834743e-124,True,negligible
150,full_information,acc,225,2250,0.284,0.20622222222222222,-0.00943669553902888,-0.001333333333333353,0.025863349478382296,-0.05631012345679012,1.0,False,negligible
150,popularity,acc,225,2250,0.3466666666666667,0.276,-0.000946065625732294,0.0,0.019983242006316265,-0.0060438518518518515,0.9908798451005528,False,negligible
150,random,acc,225,2250,0.9648888888888889,0.0035555555555555557,0.12583359075492406,0.10671428571428576,0.09302463052027127,0.5088857283950617,0.0,True,large
150,simple_markov,acc,225,2250,0.8497777777777777,0.021333333333333333,0.05966218260751593,0.04835515873015861,0.05932167858087832,0.2694771358024691,4.088952334546319e-297,True,small
150,full_information,ace,225,2250,0.3257777777777778,0.0,-0.009522389489734814,-0.00425401201637747,0.020834417080978405,-0.02337935802469136,1.0,False,negligible
150,popularity,ace,225,2250,0.7408888888888889,0.0,0.01662632555631348,0.007370210778018409,0.06959276375567891,0.040781827160493826,9.144349916004466e-139,True,negligible
150,random,ace,225,2250,0.9577777777777777,0.0,0.10258139155466416,0.0637829450360973,0.1122899835194725,0.19470814814814816,0.0,True,small
150,simple_markov,ace,225,2250,0.9586666666666667,0.0,1.0099741436437628,0.7542329782530134,0.8949986047636297,0.6835247407407408,0.0,True,large
150,full_information,hd,225,2250,0.48444444444444446,0.0,-0.018921346463791754,-0.003673567331287292,0.1787915450526395,-0.01587753086419753,0.9927934262434439,False,negligible
150,popularity,hd,225,2250,0.8697777777777778,0.0,0.30433738939171157,0.2572949099449086,0.29456781272409965,0.1118637037037037,1.8248790611218779e-298,True,negligible
150,random,hd,225,2250,0.9991111111111111,0.0,0.9779573253593469,0.9125954856673387,0.5667570431277067,0.2875456790123457,0.0,True,small
150,simple_markov,hd,225,2250,0.8275555555555556,0.0,0.9486538239549471,0.5768033479233075,1.024670124110928,0.2922721975308642,1.3633389212089396e-264,True,small
150,full_information,jsd,225,2250,0.4786666666666667,0.0,-0.008651713261029544,-0.002910784259220589,0.12009781293427317,-0.02175446913580247,0.9578897675550514,False,negligible
150,popularity,jsd,225,2250,0.8715555555555555,0.0,0.1843975294511797,0.11630953120962598,0.21854120569330546,0.13757866666666665,3.204657376144951e-290,True,negligible
150,random,jsd,225,2250,1.0,0.0,0.6549073311342927,0.5125621075763526,0.5157538266872422,0.388158024691358,0.0,True,medium
150,simple_markov,jsd,225,2250,0.8355555555555556,0.0,0.5719788398666297,0.3359000065843594,0.6316942236374017,0.34818133333333334,1.3881638403088036e-264,True,medium
150,full_information,kl,225,2250,0.47333333333333333,0.0,-0.03892404347745448,-0.014223103712876606,0.5413893454963503,-0.024782222222222223,0.9684260091151634,False,negligible
150,popularity,kl,225,2250,0.8662222222222222,0.0,0.858921210951421,0.49778265759736584,1.4101379325406644,0.14468306172839507,7.041674350932731e-288,True,negligible
150,random,kl,225,2250,1.0,0.0,3.077969824573424,2.317642521549862,2.537654689496526,0.4229530864197531,0.0,True,medium
150,simple_markov,kl,225,2250,1.0,0.0,28.724876442724096,27.639658177463804,22.486865529680642,0.8579452839506173,0.0,True,large
150,full_information,mse,225,2250,0.30133333333333334,0.0,-0.002832823635880938,-0.0007754005491733985,0.006286097329826321,-0.04145837037037037,1.0,False,negligible
150,popularity,mse,225,2250,0.7186666666666667,0.0,0.0015366521194664878,0.0011800465888031006,0.004535523127669388,0.03457975308641975,5.652596492595299e-94,True,negligible
150,random,mse,225,2250,0.9608888888888889,0.0,0.018865815203469808,0.013299388142136149,0.017621839328401043,0.26733985185185183,0.0,True,small
150,simple_markov,mse,225,2250,0.9333333333333333,0.0,0.020753342695176306,0.016107409549032004,0.018554304231740284,0.26162646913580245,0.0,True,small
150,full_information,spa,225,2250,0.3382222222222222,0.0,-0.006958343648950113,-0.002650450980652974,0.015555999151661892,-0.05703427160493827,1.0,False,negligible
150,popularity,spa,225,2250,0.7853333333333333,0.0,0.008203114891425839,0.00659385478280472,0.015140466782567268,0.06345244444444445,2.3873562793075523e-157,True,negligible
150,random,spa,225,2250,0.992,0.0,0.05399204089006109,0.04382086153994136,0.04062937217755709,0.3539946666666667,0.0,True,medium
150,simple_markov,spa,225,2250,0.6577777777777778,0.0,0.015367209528869672,0.009407376265446465,0.027663063621194042,0.09969540740740741,6.276418545939049e-109,True,negligible
