current_alpha_beta,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
"10.0,2.5",full_information,spa,135,1350,0.5407407407407407,0.0,0.0004390243297064018,0.00037397015422235835,0.0058834238705306775,0.00669519890260631,0.00036448804946128945,True,negligible
"10.0,2.5",popularity,spa,135,1350,0.9444444444444444,0.0,0.011586953392872792,0.008388214994578924,0.011469314057041836,0.1304954732510288,1.3262968862926404e-209,True,negligible
"10.0,2.5",random,spa,135,1350,0.9622222222222222,0.0,0.023715053060030574,0.01597113899657504,0.02288714163152454,0.24094814814814816,1.434112111052045e-218,True,small
"10.0,2.5",simple_markov,spa,135,1350,0.5162962962962963,0.0,0.002443392492246441,0.00040744133854209164,0.013397270429098907,0.0188641975308642,4.146221251740922e-05,True,negligible
"2.5,10.0",full_information,acc,135,1350,0.17629629629629628,0.061481481481481484,-0.03395214700936925,-0.02833333333333332,0.041858067574910195,-0.2037679012345679,1.0,False,small
"2.5,10.0",popularity,acc,135,1350,0.4103703703703704,0.10888888888888888,-0.0023944861105972184,0.0,0.03000766609252601,-0.016155829903978052,0.9995746942707671,False,negligible
"2.5,10.0",random,acc,135,1350,0.9918518518518519,0.0,0.16368685008407227,0.1468353729603728,0.10036407504970093,0.6350271604938271,2.73581336954767e-222,True,large
"2.5,10.0",simple_markov,acc,135,1350,0.8977777777777778,0.0014814814814814814,0.07273935443157661,0.06164285714285722,0.06279629302312453,0.33681152263374486,1.0100924534825554e-192,True,medium
"2.5,10.0",full_information,ace,135,1350,0.14444444444444443,0.0,-0.03344805610811314,-0.025123925145543152,0.03825616286245491,-0.0785119341563786,1.0,False,negligible
"2.5,10.0",popularity,ace,135,1350,0.5748148148148148,0.0,0.14441971509025833,0.0031699672946644553,0.452021816251843,0.1282864197530864,9.755600412309112e-19,True,negligible
"2.5,10.0",random,ace,135,1350,0.9681481481481482,0.0,0.15115850891605298,0.10961606437378224,0.14166992518552216,0.2636148148148148,1.044336376510061e-217,True,small
"2.5,10.0",simple_markov,ace,135,1350,0.997037037037037,0.0,1.4193495399552463,1.282445991206799,0.9806869729969219,0.7934101508916324,1.7954693526577675e-222,True,large
"2.5,10.0",full_information,hd,135,1350,0.16962962962962963,0.0,-0.2209294252189934,-0.17802450267020625,0.248011622832258,-0.09036268861454047,1.0,False,negligible
"2.5,10.0",popularity,hd,135,1350,0.5562962962962963,0.0,0.09561553088874736,0.020801202217792747,0.30058822611578456,0.03152263374485597,8.818638172009102e-18,True,negligible
"2.5,10.0",random,hd,135,1350,0.9940740740740741,0.0,0.8983186721947728,0.854815978547258,0.5007847140367343,0.26421399176954735,2.297907994256142e-222,True,small
"2.5,10.0",simple_markov,hd,135,1350,0.902962962962963,0.0,0.8063490697648954,0.6705115623573052,0.6534894912020673,0.29260905349794236,1.614886108945849e-199,True,small
"2.5,10.0",full_information,jsd,135,1350,0.1325925925925926,0.0,-0.14599050549100828,-0.08789158969869121,0.1757270813743979,-0.12113360768175584,1.0,False,negligible
"2.5,10.0",popularity,jsd,135,1350,0.5503703703703704,0.0,0.05097282984311758,0.006548209468631105,0.18179138768759165,0.029648285322359396,4.032257921555109e-15,True,negligible
"2.5,10.0",random,jsd,135,1350,0.9940740740740741,0.0,0.5953831323873725,0.48678716669063465,0.4463038821487079,0.3437366255144033,1.966802136240708e-222,True,medium
"2.5,10.0",simple_markov,jsd,135,1350,0.9044444444444445,0.0,0.4664143590729803,0.35560425678788865,0.40221346605534175,0.36109849108367625,1.925590644702854e-195,True,medium
"2.5,10.0",full_information,kl,135,1350,0.1259259259259259,0.0,-0.6684472313591989,-0.3779827058053301,0.8112466896288721,-0.13468422496570645,1.0,False,negligible
"2.5,10.0",popularity,kl,135,1350,0.5622222222222222,0.0,2.9489482123891557,0.03902266775383759,9.12990695270736,0.07323347050754458,3.476864714183972e-21,True,negligible
"2.5,10.0",random,kl,135,1350,0.9940740740740741,0.0,2.7782003116240386,2.1191464248785854,2.187353124145793,0.37353086419753084,2.45088933152418e-222,True,medium
"2.5,10.0",simple_markov,kl,135,1350,1.0,0.0,23.463452970142406,24.508438686433042,12.262019518354503,0.9441404663923182,1.4279826080709742e-222,True,large
"2.5,10.0",full_information,mse,135,1350,0.10666666666666667,0.0,-0.011363942552771834,-0.007781650871038451,0.012469275559341273,-0.2491665294924554,1.0,False,small
"2.5,10.0",popularity,mse,135,1350,0.5385185185185185,0.0,0.0022665895839775285,0.0004702298516301995,0.0115705820288056,0.043566529492455416,3.969857159483696e-07,True,negligible
"2.5,10.0",random,mse,135,1350,0.9511111111111111,0.0,0.028700964910007603,0.025758566427576443,0.020764331752571422,0.6076148148148148,1.3310002806496934e-211,True,large
"2.5,10.0",simple_markov,mse,135,1350,0.9718518518518519,0.0,0.033344864832483743,0.031591716546008494,0.0199490741883068,0.597353086419753,1.876850422910883e-219,True,large
"2.5,10.0",full_information,spa,135,1350,0.15037037037037038,0.0,-0.023195459949753573,-0.015935978176072396,0.026950062012835625,-0.23546776406035666,1.0,False,small
"2.5,10.0",popularity,spa,135,1350,0.2851851851851852,0.0,-0.007808618476121837,-0.00609452333187388,0.018444672020940717,-0.08810534979423869,1.0,False,negligible
"2.5,10.0",random,spa,135,1350,0.9985185185185185,0.0,0.07040912609888558,0.06304466365314648,0.0379763185750822,0.6270617283950617,1.4568473949739893e-222,True,large
"2.5,10.0",simple_markov,spa,135,1350,0.7585185185185185,0.0,0.02107491641859995,0.020634335658542502,0.029664209861009143,0.19977064471879286,3.697910462033724e-105,True,small
"2.5,2.5",full_information,acc,135,1350,0.31703703703703706,0.1622222222222222,-0.007963344762233657,-0.0016666666666667607,0.026849194104850604,-0.051300411522633746,1.0,False,negligible
"2.5,2.5",popularity,acc,135,1350,0.3962962962962963,0.18962962962962962,-0.0011629795102017285,0.0,0.024035683397075423,-0.006277091906721537,0.9424875438394631,False,negligible
"2.5,2.5",random,acc,135,1350,0.9733333333333334,0.0007407407407407407,0.12788286341230784,0.11379653679653673,0.08532252166298107,0.6092071330589849,3.91318594260603e-220,True,large
"2.5,2.5",simple_markov,acc,135,1350,0.8725925925925926,0.008888888888888889,0.06995978907923353,0.06166666666666659,0.06378543635157462,0.347282853223594,7.545663514263915e-189,True,medium
"2.5,2.5",full_information,ace,135,1350,0.33555555555555555,0.0,-0.007984486450536907,-0.005165319745531541,0.020449734203518838,-0.02382551440329218,1.0,False,negligible
"2.5,2.5",popularity,ace,135,1350,0.7414814814814815,0.0,0.01856591873010548,0.010947834855687455,0.04127035188081939,0.047848559670781894,1.1929507239522975e-84,True,negligible
"2.5,2.5",random,ace,135,1350,0.9274074074074075,0.0,0.09888613566746018,0.07133452038767243,0.09756214386598795,0.23425185185185185,2.672241216459849e-206,True,small
"2.5,2.5",simple_markov,ace,135,1350,0.9829629629629629,0.0,1.0773453679047416,0.8828733261414293,0.8409012275111484,0.7843796982167353,8.407603546969468e-222,True,large
"2.5,2.5",full_information,hd,135,1350,0.5118518518518519,0.0,0.00590953782767501,0.004120629727969671,0.15670500451534533,-0.003522633744855967,0.042360340378959666,True,negligible
"2.5,2.5",popularity,hd,135,1350,0.9,0.0,0.3738289944928077,0.32810630871133273,0.310831810189624,0.13605157750342936,9.283852887283691e-200,True,negligible
"2.5,2.5",random,hd,135,1350,0.9940740740740741,0.0,1.0436391045191844,0.9805983254020405,0.6352013088594994,0.3063451303155007,1.8812759056231824e-222,True,small
"2.5,2.5",simple_markov,hd,135,1350,0.8451851851851852,0.0,1.2125256165377742,0.831833288975654,1.192438722374532,0.34122688614540464,6.546519325520756e-172,True,medium
"2.5,2.5",full_information,jsd,135,1350,0.5088888888888888,0.0,0.008489312474125894,0.001301851929032316,0.09157330794019236,-0.0066732510288065846,0.010063006955646889,True,negligible
"2.5,2.5",popularity,jsd,135,1350,0.8933333333333333,0.0,0.228418441612782,0.1530361321179714,0.23650476401598527,0.16544307270233197,1.9799005945869423e-196,True,small
"2.5,2.5",random,jsd,135,1350,0.997037037037037,0.0,0.7073423599847724,0.5364672636054861,0.5783433142286115,0.42345349794238685,1.6209287916059164e-222,True,medium
"2.5,2.5",simple_markov,jsd,135,1350,0.8340740740740741,0.0,0.7325108433912252,0.4944249796049125,0.7628042655975993,0.39317750342935526,3.9567019927818375e-164,True,medium
"2.5,2.5",full_information,kl,135,1350,0.5140740740740741,0.0,0.02842489411106302,0.004477931420904635,0.38934428847539837,-0.008768175582990399,0.03524069885808203,True,negligible
"2.5,2.5",popularity,kl,135,1350,0.8844444444444445,0.0,0.9657868284435196,0.6198813660724807,1.1668949957577486,0.16968340192043896,1.8627948034743506e-191,True,small
"2.5,2.5",random,kl,135,1350,0.9948148148148148,0.0,3.3153734886641217,2.4613002138701763,2.8329731143684547,0.4568954732510288,1.9624350072481522e-222,True,medium
"2.5,2.5",simple_markov,kl,135,1350,1.0,0.0,36.736462535488904,38.06982030975503,27.79846154572467,0.879918792866941,1.4279826080709742e-222,True,large
"2.5,2.5",full_information,mse,135,1350,0.30518518518518517,0.0,-0.001690988609636272,-0.0009917980059982005,0.0038623762126972767,-0.05830013717421125,1.0,False,negligible
"2.5,2.5",popularity,mse,135,1350,0.705925925925926,0.0,0.0018502124087508118,0.001658937602860849,0.004436423315079595,0.06499314128943759,5.795599441310197e-57,True,negligible
"2.5,2.5",random,mse,135,1350,0.9407407407407408,0.0,0.01781846033560516,0.015271029057341894,0.013745319894052196,0.5740345679012345,5.021628287789728e-211,True,large
"2.5,2.5",simple_markov,mse,135,1350,0.9577777777777777,0.0,0.020046437229019828,0.0189696776224202,0.012779184193706761,0.5705942386831275,5.4379959548209985e-217,True,large
"2.5,2.5",full_information,spa,135,1350,0.3888888888888889,0.0,-0.003427768079435784,-0.002109871267932273,0.011720967712503506,-0.03399506172839506,1.0,False,negligible
"2.5,2.5",popularity,spa,135,1350,0.9162962962962963,0.0,0.014859609225237673,0.011866606535865687,0.014051604698508826,0.14008559670781892,5.819440256903209e-194,True,negligible
"2.5,2.5",random,spa,135,1350,0.9962962962962963,0.0,0.057369350079007564,0.046963805616372034,0.03814737742897214,0.48073086419753086,1.5994492640748146e-222,True,large
"2.5,2.5",simple_markov,spa,135,1350,0.7474074074074074,0.0,0.023073075477915372,0.019386611781593344,0.03045007496193356,0.1870639231824417,9.34359908859203e-117,True,small
"2.5,5.0",full_information,acc,135,1350,0.25407407407407406,0.09333333333333334,-0.017830553541109115,-0.011833513708513765,0.031982999686041486,-0.1100965706447188,1.0,False,negligible
"2.5,5.0",popularity,acc,135,1350,0.4014814814814815,0.14962962962962964,-0.002608971398971407,0.0,0.026018118598948817,-0.015635116598079563,0.9996819189245497,False,negligible
"2.5,5.0",random,acc,135,1350,0.9874074074074074,0.0,0.15477066916622467,0.13957936507936525,0.0952175276531872,0.6407511659807956,6.984814934396224e-222,True,large
"2.5,5.0",simple_markov,acc,135,1350,0.8985185185185185,0.0022222222222222222,0.08046046893435778,0.07005050505050486,0.0681469034812686,0.3665278463648834,2.2922678966925815e-195,True,medium
"2.5,5.0",full_information,ace,135,1350,0.21777777777777776,0.0,-0.01810065331177223,-0.013215052088507914,0.025910139414192193,-0.045846913580246916,1.0,False,negligible
"2.5,5.0",popularity,ace,135,1350,0.6162962962962963,0.0,0.024217104420655364,0.004014316745021562,0.14367344828279902,0.03453278463648834,2.4544397310768898e-27,True,negligible
"2.5,5.0",random,ace,135,1350,0.9577777777777777,0.0,0.13147228918472428,0.09211054442279382,0.12314466745218389,0.25749135802469136,1.2317514532099948e-214,True,small
"2.5,5.0",simple_markov,ace,135,1350,0.9859259259259259,0.0,1.2535165014203724,1.0703574738701802,0.9677923886262604,0.7647615912208505,3.74657334572228e-222,True,large
"2.5,5.0",full_information,hd,135,1350,0.29777777777777775,0.0,-0.09308211542175789,-0.0698847118061848,0.17646450261958713,-0.04602139917695473,1.0,False,negligible
"2.5,5.0",popularity,hd,135,1350,0.8125925925925926,0.0,0.20260614520485484,0.1669728543943304,0.23995276828880713,0.08297503429355281,7.536740663410056e-145,True,negligible
"2.5,5.0",random,hd,135,1350,0.9925925925925926,0.0,1.0365579254245898,0.9826548307311677,0.6043484234140166,0.3058271604938272,1.8896586036090123e-222,True,small
"2.5,5.0",simple_markov,hd,135,1350,0.8674074074074074,0.0,1.02419061864655,0.712064580694157,0.9620604793045061,0.3272504801097394,2.0040308596567873e-181,True,small
"2.5,5.0",full_information,jsd,135,1350,0.27111111111111114,0.0,-0.0540896395941652,-0.02976155384167739,0.1053686132022453,-0.056314951989026064,1.0,False,negligible
"2.5,5.0",popularity,jsd,135,1350,0.7962962962962963,0.0,0.11472508606902167,0.07096892668345861,0.15220931130962342,0.09138875171467764,2.0766624547131033e-140,True,negligible
"2.5,5.0",random,jsd,135,1350,0.9985185185185185,0.0,0.6961900330198296,0.5343419968861312,0.5495898385859318,0.4206748971193416,1.5129695911930774e-222,True,medium
"2.5,5.0",simple_markov,jsd,135,1350,0.8666666666666667,0.0,0.6057902815289736,0.4262579077241534,0.6002796650855511,0.39120219478738,3.437560680673186e-175,True,medium
"2.5,5.0",full_information,kl,135,1350,0.25407407407407406,0.0,-0.24491796112215344,-0.13386522140573243,0.4514330783771518,-0.06504252400548696,1.0,False,negligible
"2.5,5.0",popularity,kl,135,1350,0.7792592592592592,0.0,0.690127200308341,0.268413201498256,2.4024344509265285,0.09393909465020576,2.1755733232536598e-129,True,negligible
"2.5,5.0",random,kl,135,1350,0.9962962962962963,0.0,3.2505943130622663,2.4763933263400224,2.6882545596491827,0.45167078189300414,1.606577324241398e-222,True,medium
"2.5,5.0",simple_markov,kl,135,1350,1.0,0.0,30.162155968577824,32.23419663813438,20.781376778726365,0.8888526748971194,1.4279826080709742e-222,True,large
"2.5,5.0",full_information,mse,135,1350,0.19185185185185186,0.0,-0.004966897141464332,-0.003175422549247797,0.007076738319418102,-0.12831495198902607,1.0,False,negligible
"2.5,5.0",popularity,mse,135,1350,0.5607407407407408,0.0,0.0006667270096533594,0.0004949399563496035,0.00538507477879609,0.016040603566529494,4.0083818972382753e-07,True,negligible
"2.5,5.0",random,mse,135,1350,0.9540740740740741,0.0,0.025656706994606825,0.02227121429054419,0.018451429690121052,0.6276543209876543,3.6005785834231983e-215,True,large
"2.5,5.0",simple_markov,mse,135,1350,0.9681481481481482,0.0,0.029029582906530155,0.02757561440650325,0.017526584741454274,0.6138271604938271,6.056556368131069e-220,True,large
"2.5,5.0",full_information,spa,135,1350,0.24222222222222223,0.0,-0.011029996053107016,-0.006987009256457177,0.01770180627401548,-0.1104713305898491,1.0,False,negligible
"2.5,5.0",popularity,spa,135,1350,0.6777777777777778,0.0,0.005211755689878454,0.00424426736901834,0.013554643244674562,0.045064471879286694,3.83095434768868e-52,True,negligible
"2.5,5.0",random,spa,135,1350,0.9985185185185185,0.0,0.0705605685402741,0.0620812998145126,0.04110177363335694,0.5926222222222223,1.581767034893715e-222,True,large
"2.5,5.0",simple_markov,spa,135,1350,0.7748148148148148,0.0,0.02884279341455724,0.02619110884082715,0.033971389337407884,0.24158134430727024,8.481078460768271e-134,True,small
"5.0,2.5",full_information,acc,135,1350,0.3540740740740741,0.19407407407407407,-0.00375847896959008,0.0,0.02196798382106677,-0.02851138545953361,0.999999957937152,False,negligible
"5.0,2.5",popularity,acc,135,1350,0.32296296296296295,0.26,-0.0025325311314200153,0.0,0.021380565197272286,-0.02125048010973937,0.9999896946449929,False,negligible
"5.0,2.5",random,acc,135,1350,0.9511111111111111,0.0044444444444444444,0.0921145264817487,0.0825535714285715,0.06812662752951777,0.5378211248285323,3.332267838976794e-216,True,large
"5.0,2.5",simple_markov,acc,135,1350,0.8244444444444444,0.02148148148148148,0.045269582331248996,0.03825595238095225,0.048147943006995944,0.2684636488340192,2.3366790076225298e-160,True,small
"5.0,2.5",full_information,ace,135,1350,0.4318518518518519,0.0,-0.002981143436614689,-0.0017116213030599625,0.013861101092914184,-0.011960493827160494,0.9999999999967071,False,negligible
"5.0,2.5",popularity,ace,135,1350,0.7918518518518518,0.0,0.016556209508440712,0.010211876909692885,0.024003209304789754,0.06078134430727023,2.024969801745801e-120,True,negligible
"5.0,2.5",random,ace,135,1350,0.9281481481481482,0.0,0.06423500629568897,0.04289707051082381,0.06477686863609247,0.20616296296296296,2.5145971283131598e-207,True,small
"5.0,2.5",simple_markov,ace,135,1350,0.96,0.0,0.7969563681891733,0.6862887533852725,0.6056385020430274,0.749755829903978,2.1996774472772965e-220,True,large
"5.0,2.5",full_information,hd,135,1350,0.6385185185185185,0.0,0.05331716800234159,0.04163956670339819,0.13913612376458054,0.02017119341563786,9.278119937820235e-40,True,negligible
"5.0,2.5",popularity,hd,135,1350,0.945925925925926,0.0,0.41054242883762754,0.36905866866767645,0.30247921205284617,0.14464087791495198,6.563604802311425e-214,True,negligible
"5.0,2.5",random,hd,135,1350,0.9925925925925926,0.0,0.9279342749586269,0.8546443971310509,0.5654170179076687,0.2690534979423868,1.8358307290462895e-222,True,small
"5.0,2.5",simple_markov,hd,135,1350,0.8911111111111111,0.0,1.1356515239868337,0.9028675072128671,1.0054372584954971,0.3431692729766804,8.015526305479785e-192,True,medium
"5.0,2.5",full_information,jsd,135,1350,0.6614814814814814,0.0,0.03813702607799488,0.01972398857664498,0.0874396857171645,0.021776680384087792,9.100437320053476e-49,True,negligible
"5.0,2.5",popularity,jsd,135,1350,0.945925925925926,0.0,0.2585043339495589,0.18566732822875975,0.24074863710511532,0.1796488340192044,1.2799793282952764e-212,True,small
"5.0,2.5",random,jsd,135,1350,0.9977777777777778,0.0,0.6334176348565888,0.4889178216706659,0.5135561741765728,0.3592263374485597,1.5062564538138278e-222,True,medium
"5.0,2.5",simple_markov,jsd,135,1350,0.8866666666666667,0.0,0.7129272935190966,0.6154241949782513,0.6498698170517132,0.40771687242798355,8.230908566649956e-189,True,medium
"5.0,2.5",full_information,kl,135,1350,0.6614814814814814,0.0,0.1702553742793066,0.08925916245464527,0.38786198974077163,0.023935253772290808,5.847515698676771e-50,True,negligible
"5.0,2.5",popularity,kl,135,1350,0.9392592592592592,0.0,1.1312753549085492,0.8134434207366099,1.0806483597264138,0.18798024691358026,1.9116599098035305e-210,True,small
"5.0,2.5",random,kl,135,1350,0.9948148148148148,0.0,3.0010915332446144,2.2804660146957705,2.542283028440176,0.39927572016460905,1.5888163702692968e-222,True,medium
"5.0,2.5",simple_markov,kl,135,1350,1.0,0.0,33.457277728575264,35.50927486121275,22.747983067265334,0.8966935528120713,1.4279826080709742e-222,True,large
"5.0,2.5",full_information,mse,135,1350,0.41185185185185186,0.0,-0.00048592146761991485,-0.00029135961085560366,0.0020445512219933013,-0.025342112482853223,0.9999999999999998,False,negligible
"5.0,2.5",popularity,mse,135,1350,0.7622222222222222,0.0,0.0017560147939229707,0.001383279873931751,0.002968924051229839,0.09775034293552812,1.1524924830692282e-96,True,negligible
"5.0,2.5",random,mse,135,1350,0.9422222222222222,0.0,0.009725266418422881,0.00765694773428395,0.008329231922769681,0.4675358024691358,1.942831302164829e-209,True,medium
"5.0,2.5",simple_markov,mse,135,1350,0.9333333333333333,0.0,0.01081753264554838,0.009917130186128453,0.007850952981476323,0.45920109739368997,2.0663559421768133e-210,True,medium
"5.0,2.5",full_information,spa,135,1350,0.43925925925925924,0.0,-0.0015454676422088972,-0.000849688673805804,0.008374234306879532,-0.014055418381344307,0.9999999985571318,False,negligible
"5.0,2.5",popularity,spa,135,1350,0.9451851851851852,0.0,0.013882957355882387,0.01047386721056881,0.012573036318403346,0.1320087791495199,4.488089871587957e-210,True,negligible
"5.0,2.5",random,spa,135,1350,0.9866666666666667,0.0,0.03884094166215376,0.029265879497527014,0.03121857978195498,0.3271604938271605,4.616509453651027e-222,True,small
"5.0,2.5",simple_markov,spa,135,1350,0.64,0.0,0.010090112948546223,0.00574682539457011,0.02106711164421555,0.08157914951989026,6.204146005582047e-50,True,negligible
