n_skills,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
5,bayesian_network,jsd,225,2250,0.5257777777777778,0.0,0.001997228402380719,0.003001680763693549,0.0643215444755587,0.03148641975308642,0.016121848268729554,True,negligible
5,full_information,jsd,225,2250,0.47688888888888886,0.0,-0.003644034115294527,-0.001899659934461853,0.05358462482122599,-0.02640553086419753,0.9945236395073873,False,negligible
5,popularity,jsd,225,2250,0.7328888888888889,0.0,0.06344859133766602,0.03553682247363986,0.10069682654168448,0.28485372839506173,2.151707364155083e-164,True,small
5,random,jsd,225,2250,0.9911111111111112,0.0,0.24062610567007575,0.1933080050633009,0.17881583953760735,0.7969185185185185,0.0,True,large
5,simple_markov,jsd,225,2250,0.7653333333333333,0.0,0.09802177758258879,0.07800949557936016,0.14505481257012737,0.5429199012345679,7.992858380426547e-183,True,large
5,bayesian_network,kl,225,2250,0.5071111111111111,0.0,0.018665407959530905,0.0040625382190182385,0.36600592619611394,0.022578567901234567,0.1703742812168394,False,negligible
5,full_information,kl,225,2250,0.4622222222222222,0.0,-0.02481119374598266,-0.01298168757489554,0.21306000167774153,-0.04395061728395062,0.9999984730904966,False,negligible
5,popularity,kl,225,2250,0.7142222222222222,0.0,0.2526139718083342,0.1221797330838011,0.6915174883755052,0.2714224197530864,1.1768578253100944e-138,True,small
5,random,kl,225,2250,0.9888888888888889,0.0,0.9394101425196842,0.7386754654393541,0.6864604769877195,0.810962962962963,0.0,True,large
5,simple_markov,kl,225,2250,1.0,0.0,7.280889947851442,5.612723111328105,5.673621659463867,0.9977465679012346,0.0,True,large
5,bayesian_network,mse,225,2250,0.7404444444444445,0.0,0.006459130770112205,0.003227852813887905,0.011927401492537498,0.10955456790123456,2.0906015895125634e-156,True,negligible
5,full_information,mse,225,2250,0.4022222222222222,0.0,-0.0014303082101460958,-0.0005851169116794994,0.005080546407961742,-0.023935604938271605,1.0,False,negligible
5,popularity,mse,225,2250,0.584,0.0,0.0005408722125422387,0.0005984661678261494,0.005245285946466327,0.020221234567901234,5.387616302032527e-15,True,negligible
5,random,mse,225,2250,0.8982222222222223,0.0,0.012503731831986714,0.008625173968573449,0.013970600643845862,0.224416,0.0,True,small
5,simple_markov,mse,225,2250,0.8711111111111111,0.0,0.011578165334868221,0.008234645248535852,0.01407150705400972,0.1763516049382716,5.382836185763109e-298,True,small
5,bayesian_network,spa,225,2250,0.664,0.0,0.0061625847983545375,0.0036855366648864685,0.016485050323399638,0.05997511111111111,4.318747907868188e-71,True,negligible
5,full_information,spa,225,2250,0.49733333333333335,0.0,-0.0008602218208455619,-1.047716786461983e-05,0.011589693919774142,-0.007448493827160494,0.8108180522172636,False,negligible
5,popularity,spa,225,2250,0.8142222222222222,0.0,0.009005091668067155,0.006785791805721864,0.013849882279821661,0.08882646913580247,5.201251615128796e-208,True,negligible
5,random,spa,225,2250,0.984,0.0,0.03981988595777846,0.03049555106278895,0.033565377933507536,0.3095857777777778,0.0,True,small
5,simple_markov,spa,225,2250,0.37822222222222224,0.0,-0.002647905141075937,-0.0036358454956810227,0.017690441819427968,-0.02335841975308642,1.0,False,negligible
10,bayesian_network,acc,225,2250,0.8493333333333334,0.00044444444444444447,0.040832238095238095,0.03471428571428575,0.0443826842725239,0.26383644444444443,1.045671156479023e-266,True,small
10,full_information,acc,225,2250,0.3204444444444444,0.08044444444444444,-0.01342940388007055,-0.006208333333333371,0.030550911564334402,-0.08628444444444444,1.0,False,negligible
10,popularity,acc,225,2250,0.3942222222222222,0.13244444444444445,-0.0024763280423280407,0.0,0.025710252468726463,-0.014348444444444445,0.9999991041820873,False,negligible
10,random,acc,225,2250,0.9782222222222222,0.0013333333333333333,0.13732019576719576,0.12551190476190463,0.08392209217045715,0.635100049382716,0.0,True,large
10,simple_markov,acc,225,2250,0.9497777777777778,0.00044444444444444447,0.06751220987654322,0.061684523809523883,0.04679091985255179,0.38137441975308645,0.0,True,medium
10,bayesian_network,ace,225,2250,0.9426666666666667,0.0,0.10105771962703573,0.07175492701557759,0.11051538000868287,0.26364523456790123,0.0,True,small
10,full_information,ace,225,2250,0.2733333333333333,0.0,-0.014521142013342666,-0.00932262476811374,0.024989899809741336,-0.04478735802469136,1.0,False,negligible
10,popularity,ace,225,2250,0.6591111111111111,0.0,0.026229124879487416,0.006558774058971206,0.1531024147331174,0.04811022222222222,1.1820859841794803e-72,True,negligible
10,random,ace,225,2250,0.9528888888888889,0.0,0.10502319970176428,0.07612623519263034,0.0989697776485351,0.2608462222222222,0.0,True,small
10,simple_markov,ace,225,2250,0.9982222222222222,0.0,1.4917551533632682,1.3452768818204572,0.8801556284027637,0.9221993086419753,0.0,True,large
10,bayesian_network,hd,225,2250,0.5644444444444444,0.0,-0.0056282217520978416,0.055491260131742326,0.3842699992000854,0.002747259259259259,0.013315641462976216,True,negligible
10,full_information,hd,225,2250,0.40444444444444444,0.0,-0.05829998352435728,-0.039710379595315426,0.18209609994685888,-0.061840987654320986,1.0,False,negligible
10,popularity,hd,225,2250,0.8657777777777778,0.0,0.2907587847590665,0.24662947970062277,0.287286635644168,0.20909827160493827,2.798064160347812e-288,True,small
10,random,hd,225,2250,1.0,0.0,0.9974280918885112,0.9409226578513283,0.43905494959044633,0.624,0.0,True,large
10,simple_markov,hd,225,2250,0.9044444444444445,0.0,1.2965808324356891,1.4517237793878603,0.874880431722861,0.9170698271604938,0.0,True,large
10,bayesian_network,jsd,225,2250,0.5968888888888889,0.0,0.005300145721621763,0.038101851899983635,0.1908793684935779,0.03719940740740741,3.268350306032839e-06,True,negligible
10,full_information,jsd,225,2250,0.4128888888888889,0.0,-0.029358909596090277,-0.016925241077867553,0.10389969501217405,-0.06629135802469135,1.0,False,negligible
10,popularity,jsd,225,2250,0.8564444444444445,0.0,0.17775971405310048,0.11753607222991211,0.19719620865646723,0.2098315061728395,1.3040608020854354e-282,True,small
10,random,jsd,225,2250,1.0,0.0,0.662675880563817,0.5701683570138283,0.4032810369334583,0.6372148148148148,0.0,True,large
10,simple_markov,jsd,225,2250,0.9022222222222223,0.0,0.7542032990200667,0.8327288034226481,0.506674206107927,0.9118348641975309,0.0,True,large
10,bayesian_network,kl,225,2250,0.6484444444444445,0.0,0.33878638450609494,0.26931065605145255,1.321114144857058,0.12438004938271605,9.85370252082472e-43,True,negligible
10,full_information,kl,225,2250,0.4022222222222222,0.0,-0.1348963968042751,-0.07611588457830176,0.42671771850820717,-0.0839115061728395,1.0,False,negligible
10,popularity,kl,225,2250,0.8493333333333334,0.0,0.9586012386789415,0.4859086986681368,2.3346646293739326,0.23598064197530863,2.3642124822631496e-275,True,small
10,random,kl,225,2250,1.0,0.0,2.958084557223169,2.5976154848093556,1.743317525702748,0.7151111111111111,0.0,True,large
10,simple_markov,kl,225,2250,1.0,0.0,38.72069859612271,38.5082828971494,16.044616160944102,1.0,0.0,True,large
10,bayesian_network,mse,225,2250,0.9653333333333334,0.0,0.021397952618915892,0.015603014624512095,0.020330929831240446,0.31340365432098766,0.0,True,small
10,full_information,mse,225,2250,0.24222222222222223,0.0,-0.003388436088545456,-0.0015364587306976474,0.005942450816774631,-0.060568493827160494,1.0,False,negligible
10,popularity,mse,225,2250,0.6226666666666667,0.0,0.000921256928268932,0.0008483343325541006,0.0048015886360007,0.024503308641975308,2.117720007623884e-33,True,negligible
10,random,mse,225,2250,0.9608888888888889,0.0,0.019577470004717417,0.014512436300657999,0.017016337721947154,0.321792,0.0,True,small
10,simple_markov,mse,225,2250,0.9915555555555555,0.0,0.025311907648757105,0.02227800026279475,0.017064719026652974,0.36850330864197534,0.0,True,medium
10,bayesian_network,spa,225,2250,0.8142222222222222,0.0,0.019330329699008813,0.012653534315666015,0.02539612367772259,0.17674745679012346,4.394826937052111e-245,True,small
10,full_information,spa,225,2250,0.3128888888888889,0.0,-0.00775776525532036,-0.004536651116356261,0.015419717960365098,-0.07448888888888888,1.0,False,negligible
10,popularity,spa,225,2250,0.7946666666666666,0.0,0.00976514740129895,0.007991115145215832,0.01578728759960048,0.0895277037037037,8.695693453099363e-179,True,negligible
10,random,spa,225,2250,0.9973333333333333,0.0,0.06338250291519165,0.05390101344044995,0.041664351757181486,0.48968177777777777,0.0,True,large
10,simple_markov,spa,225,2250,0.8,0.0,0.021454953597367887,0.016952744021720867,0.02590080728189662,0.18541945679012345,8.259963508880022e-234,True,small
15,bayesian_network,acc,225,2250,0.9408888888888889,0.0,0.06942256183322845,0.0621309523809524,0.05336637871952738,0.414177975308642,0.0,True,medium
15,full_information,acc,225,2250,0.24844444444444444,0.029777777777777778,-0.020627726619059955,-0.015000000000000013,0.03486111322567575,-0.13201817283950618,1.0,False,negligible
15,popularity,acc,225,2250,0.44666666666666666,0.04755555555555555,-0.002012041094707757,-0.0005196608946608783,0.026187734878183856,-0.011863901234567901,0.9995192208454844,False,negligible
15,random,acc,225,2250,0.9937777777777778,0.0,0.1604952349502349,0.14526190476190443,0.09323123634135057,0.687408987654321,0.0,True,large
15,simple_markov,acc,225,2250,0.9866666666666667,0.0,0.11462516220816214,0.10824422799422778,0.061405640813736714,0.5627446913580247,0.0,True,large
15,bayesian_network,ace,225,2250,0.9906666666666667,0.0,0.18712433391028255,0.14689388337886322,0.1516630583860076,0.4009445925925926,0.0,True,medium
15,full_information,ace,225,2250,0.23333333333333334,0.0,-0.017873873937813957,-0.010393427355980867,0.028886846591079006,-0.04746587654320988,1.0,False,negligible
15,popularity,ace,225,2250,0.7386666666666667,0.0,0.031122000192660322,0.00831468435011784,0.14624837697133758,0.055312592592592594,1.2068393193590855e-137,True,negligible
15,random,ace,225,2250,0.9835555555555555,0.0,0.12657095389958087,0.09328389880929619,0.11382938755532433,0.26442666666666664,0.0,True,small
15,simple_markov,ace,225,2250,0.9946666666666667,0.0,1.0610910538822524,0.9229214096729014,0.7526325469350666,0.8018718024691358,0.0,True,large
15,bayesian_network,hd,225,2250,0.6124444444444445,0.0,0.06429520724212191,0.19623067689305818,0.6686316373038335,0.05679525925925926,6.489307205818596e-12,True,negligible
15,full_information,hd,225,2250,0.5213333333333333,0.0,-0.02863010486749724,0.011366484954484779,0.23513743774288096,-0.019099654320987654,0.9636374758838846,False,negligible
15,popularity,hd,225,2250,0.9417777777777778,0.0,0.4046185823111597,0.3785233922267308,0.2861528581737243,0.18848948148148148,0.0,True,small
15,random,hd,225,2250,0.9995555555555555,0.0,1.374501444724768,1.306970524864013,0.4847665750726717,0.4975111111111111,0.0,True,large
15,simple_markov,hd,225,2250,0.9417777777777778,0.0,1.7052271022807661,1.9163837611781875,0.944868318805961,0.7967403456790123,0.0,True,large
15,bayesian_network,jsd,225,2250,0.6328888888888888,0.0,0.03194143464109263,0.12425118565575138,0.38715507509695357,0.07999091358024692,1.4285156756110268e-12,True,negligible
15,full_information,jsd,225,2250,0.532,0.0,-0.009830449234550757,0.008689128289110226,0.1657588852205076,-0.01657758024691358,0.12213699437716852,False,negligible
15,popularity,jsd,225,2250,0.9355555555555556,0.0,0.2794682989014837,0.22408790469882467,0.24001501279614945,0.19073738271604937,0.0,True,small
15,random,jsd,225,2250,1.0,0.0,1.0125114821977905,0.8974257310072054,0.542153925619343,0.5183111111111111,0.0,True,large
15,simple_markov,jsd,225,2250,0.9475555555555556,0.0,1.130090404341111,1.2358600841199474,0.5973034173422791,0.8194737777777777,0.0,True,large
15,bayesian_network,kl,225,2250,0.7404444444444445,0.0,1.0685998075949081,0.9959367466722306,2.3616451269255747,0.22412562962962962,3.767184599300392e-102,True,small
15,full_information,kl,225,2250,0.5364444444444444,0.0,-0.038899101089969086,0.04516408376154801,0.7633455022914847,-0.019634567901234568,0.03939713655712662,True,negligible
15,popularity,kl,225,2250,0.9271111111111111,0.0,1.7313624931331635,1.0363942587133799,3.451729423901216,0.22781234567901235,0.0,True,small
15,random,kl,225,2250,1.0,0.0,5.176876201304033,4.755614390051445,2.6574733160179393,0.6500444444444444,0.0,True,large
15,simple_markov,kl,225,2250,1.0,0.0,49.885897859202906,48.290376099363414,15.909959096907995,1.0,0.0,True,large
15,bayesian_network,mse,225,2250,0.9964444444444445,0.0,0.03323837803253097,0.02537177788499025,0.02726550629486695,0.4262190617283951,0.0,True,medium
15,full_information,mse,225,2250,0.20444444444444446,0.0,-0.004492787992788687,-0.001849217340350151,0.0074948499216299525,-0.08070597530864197,1.0,False,negligible
15,popularity,mse,225,2250,0.6808888888888889,0.0,0.0011615895263754848,0.00103908129696385,0.004616416739900965,0.026351407407407407,4.044594840114225e-65,True,negligible
15,random,mse,225,2250,0.9875555555555555,0.0,0.0218025094987416,0.016872072417983292,0.01719673551017774,0.35113244444444447,0.0,True,medium
15,simple_markov,mse,225,2250,0.9942222222222222,0.0,0.02540569428046132,0.021052422171318804,0.017766094432700618,0.3879186172839506,0.0,True,medium
15,bayesian_network,spa,225,2250,0.8937777777777778,0.0,0.02809916258557029,0.019500978137613978,0.03026089866887477,0.27270676543209876,0.0,True,small
15,full_information,spa,225,2250,0.24533333333333332,0.0,-0.01155051224998756,-0.006252983360132969,0.018379790507565053,-0.1210883950617284,1.0,False,negligible
15,popularity,spa,225,2250,0.7626666666666667,0.0,0.006918806640282198,0.006444578294483527,0.014518513620115674,0.06866212345679013,2.7531674515162253e-132,True,negligible
15,random,spa,225,2250,0.9982222222222222,0.0,0.06666676558619886,0.05810481772477305,0.040516666860651696,0.5606044444444445,0.0,True,large
15,simple_markov,spa,225,2250,0.9475555555555556,0.0,0.04045714466811931,0.036390074731013244,0.029279597562851374,0.36213807407407406,0.0,True,medium
