n_students,baseline,metric,n_experiments,n_samples,win_rate,tie_rate,mean_diff,median_diff,std_diff,effect_size,p_value,significant,effect_interpretation
50,popularity,jsd,225,2250,0.7577777777777778,0.0,0.15503417069530395,0.08978370550306376,0.21610441999394076,0.09215407407407407,1.6658022489538024e-202,True,negligible
50,random,jsd,225,2250,0.9933333333333333,0.0,0.6075834474345886,0.45436843710234587,0.5052740776854625,0.350686024691358,0.0,True,medium
50,simple_markov,jsd,225,2250,0.9302222222222222,0.0,0.6927450143455327,0.700248469135972,0.5384795522617205,0.43632276543209875,0.0,True,medium
50,bayesian_network,kl,225,2250,0.7097777777777777,0.0,1.1056606674250493,0.4586340945813869,2.168816567195256,0.14015288888888888,3.695583004457183e-150,True,negligible
50,full_information,kl,225,2250,0.43333333333333335,0.0,-0.14111394792490561,-0.057575641748665474,0.6227521448793059,-0.03831743209876543,1.0,False,negligible
50,popularity,kl,225,2250,0.7395555555555555,0.0,1.2748958569618067,0.3522180821653313,3.8914638671275705,0.10303407407407407,4.102463121676967e-188,True,negligible
50,random,kl,225,2250,0.9911111111111112,0.0,2.876262233605073,2.1214027075466992,2.5102380580928307,0.38052543209876544,0.0,True,medium
50,simple_markov,kl,225,2250,1.0,0.0,31.493448720211564,32.53760390104017,18.780245964447914,0.9552912592592593,0.0,True,large
50,bayesian_network,mse,225,2250,0.8817777777777778,0.0,0.020175319837406076,0.012886233483143548,0.023242957428330168,0.25637135802469135,1.2417217209979712e-307,True,small
50,full_information,mse,225,2250,0.2786666666666667,0.0,-0.004258899009062185,-0.0018582958728075513,0.008102688266643614,-0.07054538271604938,1.0,False,negligible
50,popularity,mse,225,2250,0.524,0.0,0.00017689682284840192,0.00021656308431854815,0.006526750197698192,0.0066334814814814815,0.04748645127138586,True,negligible
50,random,mse,225,2250,0.9066666666666666,0.0,0.016036261671288243,0.01157151652399505,0.016255491299739213,0.258304,0.0,True,small
50,simple_markov,mse,225,2250,0.9502222222222222,0.0,0.018477597665339723,0.015017522507628396,0.015463838308115596,0.2769923950617284,0.0,True,small
50,bayesian_network,spa,225,2250,0.7684444444444445,0.0,0.01605975504034445,0.01049238953738435,0.02530930399079574,0.1185840987654321,4.754305314675714e-180,True,negligible
50,full_information,spa,225,2250,0.3626666666666667,0.0,-0.008100822532754076,-0.003957421103907732,0.019351529192887476,-0.06771397530864197,1.0,False,negligible
50,popularity,spa,225,2250,0.7248888888888889,0.0,0.0075832109953198725,0.007182964809533676,0.0175940484133939,0.057001086419753086,4.299427848439665e-110,True,negligible
50,random,spa,225,2250,0.9897777777777778,0.0,0.0562745825234458,0.046475948791208865,0.03994406918449358,0.383072,0.0,True,medium
50,simple_markov,spa,225,2250,0.748,0.0,0.022906797527416,0.018070019967259876,0.03130499010641763,0.1533274074074074,3.6262424876099456e-187,True,small
100,bayesian_network,acc,225,2250,0.8182222222222222,0.014666666666666666,0.04215057679357678,0.03366666666666679,0.04985496524269425,0.23848533333333333,1.9903105017726017e-246,True,small
100,full_information,acc,225,2250,0.29733333333333334,0.11022222222222222,-0.012396583687917023,-0.0066666666666663765,0.03068405471011024,-0.07693234567901235,1.0,False,negligible
100,popularity,acc,225,2250,0.388,0.18266666666666667,-0.001218660586327251,0.0,0.025085139975721052,-0.008566518518518518,0.9958160089978678,False,negligible
100,random,acc,225,2250,0.9666666666666667,0.0026666666666666666,0.1259385991909325,0.1113115079365079,0.08824710399754496,0.548608987654321,0.0,True,large
100,simple_markov,acc,225,2250,0.8555555555555555,0.015555555555555555,0.06487169227069227,0.054583333333333484,0.06350057818694528,0.3049137777777778,5.383115263548155e-298,True,small
100,bayesian_network,ace,225,2250,0.8791111111111111,0.0,0.10174793292666866,0.06563600412141844,0.12092701974029746,0.21539476543209876,0.0,True,small
100,full_information,ace,225,2250,0.3111111111111111,0.0,-0.01145393021038619,-0.006547968675244181,0.023535306157207243,-0.03128967901234568,1.0,False,negligible
100,popularity,ace,225,2250,0.7053333333333334,0.0,0.01613397082405726,0.0068308208145688165,0.08166367924877548,0.03693195061728395,7.92959741575214e-105,True,negligible
100,random,ace,225,2250,0.9555555555555556,0.0,0.0962276905766618,0.0658840071184138,0.0984549117622924,0.21171437037037036,0.0,True,small
100,simple_markov,ace,225,2250,0.9777777777777777,0.0,1.0963725746906499,0.9158289320497119,0.8600823282727091,0.761569975308642,0.0,True,large
100,bayesian_network,hd,225,2250,0.5653333333333334,0.0,0.005567708787071418,0.045897906467826266,0.4300694397104624,0.009718518518518519,1.0826607548421523e-06,True,negligible
100,full_information,hd,225,2250,0.4742222222222222,0.0,-0.025492284141610526,-0.007838453448063276,0.18190464476741805,-0.013806222222222221,0.9999978006731921,False,negligible
100,popularity,hd,225,2250,0.8662222222222222,0.0,0.28680032816210316,0.23670233850874123,0.27824601872960464,0.10006953086419754,1.8869309466780913e-297,True,negligible
100,random,hd,225,2250,0.9951111111111111,0.0,0.9350152179575522,0.8698045821576439,0.5617602865345462,0.2764641975308642,0.0,True,small
100,simple_markov,hd,225,2250,0.8844444444444445,0.0,1.089827280143308,0.7888010871815239,0.9981825656584128,0.33777896296296295,0.0,True,medium
100,bayesian_network,jsd,225,2250,0.5813333333333334,0.0,0.002378205385194423,0.02383511410413454,0.23812628482994508,0.029784098765432098,1.9853059947414076e-10,True,negligible
100,full_information,jsd,225,2250,0.4777777777777778,0.0,-0.010141232180042686,-0.002959373210786799,0.11523467499392252,-0.01538251851851852,0.9968756695450822,False,negligible
100,popularity,jsd,225,2250,0.86,0.0,0.18025477204928791,0.11175631576991679,0.20688794529560642,0.1271371851851852,1.3499730109855697e-296,True,negligible
100,random,jsd,225,2250,0.9982222222222222,0.0,0.6410134446499366,0.4920931422165764,0.5117818581195328,0.3805827160493827,0.0,True,medium
100,simple_markov,jsd,225,2250,0.872,0.0,0.664056428849516,0.5235542096476163,0.6389486555347046,0.39615565432098765,7.205002446799754e-303,True,medium
100,bayesian_network,kl,225,2250,0.6306666666666667,0.0,0.33433468490136703,0.16721021560938246,1.2670524618817471,0.059915061728395065,8.919800786208045e-46,True,negligible
100,full_information,kl,225,2250,0.4706666666666667,0.0,-0.046530528412265994,-0.014222443631115606,0.5096543289564156,-0.01961679012345679,0.9992031548763858,False,negligible
100,popularity,kl,225,2250,0.8524444444444444,0.0,0.8686865835657711,0.4664529794530786,1.6849527117494956,0.13372246913580246,3.948314095245141e-287,True,negligible
100,random,kl,225,2250,0.9982222222222222,0.0,3.0404661676929736,2.255201129481901,2.55310173251927,0.41324444444444447,0.0,True,medium
100,simple_markov,kl,225,2250,1.0,0.0,32.38309175369638,33.53820865250003,23.071937208990022,0.8901736296296296,0.0,True,large
100,bayesian_network,mse,225,2250,0.912,0.0,0.02116355543549186,0.013539551824637602,0.023524069914015684,0.28230874074074075,0.0,True,small
100,full_information,mse,225,2250,0.27955555555555556,0.0,-0.0029419471965067934,-0.0012818370014428988,0.0060476498629078845,-0.05023012345679012,1.0,False,negligible
100,popularity,mse,225,2250,0.6675555555555556,0.0,0.0010980543874456019,0.0010279351594223475,0.004189544008282094,0.02771753086419753,3.4780725341579242e-59,True,negligible
100,random,mse,225,2250,0.9635555555555556,0.0,0.018219378449398707,0.013552455725961494,0.016311017693024444,0.29521185185185184,0.0,True,small
100,simple_markov,mse,225,2250,0.9515555555555556,0.0,0.021650338873338726,0.017099870751353195,0.017917646866670415,0.31036444444444444,0.0,True,small
100,bayesian_network,spa,225,2250,0.8017777777777778,0.0,0.018800275320801006,0.010715158952854076,0.026260222495907527,0.143328,1.0589668416188509e-228,True,negligible
100,full_information,spa,225,2250,0.3488888888888889,0.0,-0.00647847570647555,-0.0028652127856333975,0.015397830148990111,-0.053650172839506176,1.0,False,negligible
100,popularity,spa,225,2250,0.8124444444444444,0.0,0.00897328024338234,0.007138389628275177,0.013674956362088452,0.07190044444444445,3.1609234908187614e-196,True,negligible
100,random,spa,225,2250,0.9937777777777778,0.0,0.05551919666801433,0.04533466052735824,0.04019086153999654,0.3808260740740741,0.0,True,medium
100,simple_markov,spa,225,2250,0.7008888888888889,0.0,0.01892509639190904,0.01257799354036454,0.029768898404293854,0.13028187654320988,1.6066955407083179e-143,True,negligible
150,bayesian_network,acc,225,2250,0.8088888888888889,0.023555555555555555,0.04285514772881439,0.030000000000000138,0.052918103182179176,0.24674844444444444,1.5171836383393814e-245,True,small
150,full_information,acc,225,2250,0.3008888888888889,0.15644444444444444,-0.008710683514016848,-0.0031011904761905074,0.024532091204477115,-0.055700543209876545,1.0,False,negligible
150,popularity,acc,225,2250,0.36977777777777776,0.22666666666666666,-0.00046564898064897916,0.0,0.020457223590416417,-0.0024207407407407407,0.9404231958473703,False,negligible
150,random,acc,225,2250,0.976,0.0026666666666666666,0.13128693534860197,0.11550396825396825,0.09146333941101839,0.5727014320987655,0.0,True,large
150,simple_markov,acc,225,2250,0.8613333333333333,0.016,0.06433538175404842,0.05204743867243872,0.06337356758856864,0.30924898765432096,3.710082627599758e-302,True,small
150,bayesian_network,ace,225,2250,0.8684444444444445,0.0,0.08638115789584425,0.0488077044818266,0.11094938220134783,0.19226271604938272,5.978747954202302e-304,True,small
150,full_information,ace,225,2250,0.30533333333333335,0.0,-0.008693539486432346,-0.005390057468038778,0.01699355595559252,-0.02463841975308642,1.0,False,negligible
150,popularity,ace,225,2250,0.732,0.0,0.01160744589114456,0.006847405400712908,0.02173143443147124,0.03507041975308642,4.658828478319869e-139,True,negligible
150,random,ace,225,2250,0.9702222222222222,0.0,0.10197890329374402,0.0699677760747496,0.10163343833601896,0.2255597037037037,0.0,True,small
150,simple_markov,ace,225,2250,0.9737777777777777,0.0,1.0835048718346365,0.9074040270597085,0.8730727950712721,0.7382546172839506,0.0,True,large
150,bayesian_network,hd,225,2250,0.48444444444444446,0.0,-0.10690729045196784,-0.0070840607390111054,0.44638411412950424,-0.02327822222222222,0.9999999912515256,False,negligible
150,full_information,hd,225,2250,0.49466666666666664,0.0,-0.01521511314554312,-0.001251626730228994,0.15003922635361946,-0.010111604938271604,0.9940149107274798,False,negligible
150,popularity,hd,225,2250,0.9133333333333333,0.0,0.300240531639662,0.25455515299883175,0.2603558698433378,0.11034627160493828,0.0,True,negligible
150,random,hd,225,2250,0.9991111111111111,0.0,0.9866322658832509,0.9176202787469134,0.5576466621749956,0.2932641975308642,0.0,True,small
150,simple_markov,hd,225,2250,0.8137777777777778,0.0,1.0352694751029448,0.5755863438325235,1.111177924732382,0.3062621234567901,2.9457486825219053e-254,True,small
150,bayesian_network,jsd,225,2250,0.5208888888888888,0.0,-0.056613414447809485,0.0036806519413062205,0.24658941860396663,-0.010926222222222223,0.9991584137300709,False,negligible
150,full_information,jsd,225,2250,0.5026666666666667,0.0,-0.0029986804000257574,0.00027386364371925764,0.092387986931287,-0.010334024691358025,0.5738036059287259,False,negligible
150,popularity,jsd,225,2250,0.9071111111111111,0.0,0.18538766154765834,0.11799040083512607,0.19990114429903644,0.13957412345679013,0.0,True,negligible
150,random,jsd,225,2250,0.9995555555555555,0.0,0.6672165763471583,0.5059434110808687,0.5179815825156296,0.40441481481481484,0.0,True,medium
150,simple_markov,jsd,225,2250,0.8128888888888889,0.0,0.6255140377487179,0.3453846802344989,0.6926154846950924,0.35630696296296294,2.4742434547998256e-251,True,medium
150,bayesian_network,kl,225,2250,0.5555555555555556,0.0,-0.013943752265882287,0.050249556387392244,1.0344341077656432,0.011024592592592593,0.0003480659863369066,True,negligible
150,full_information,kl,225,2250,0.4968888888888889,0.0,-0.010962215303055226,-0.0012934000271460355,0.40092209870556417,-0.013645827160493828,0.6874951237520943,False,negligible
150,popularity,kl,225,2250,0.8986666666666666,0.0,0.7989952630928615,0.4919401285872831,0.9070345601907086,0.14628306172839506,0.0,True,negligible
150,random,kl,225,2250,0.9995555555555555,0.0,3.157642499748839,2.3342225568266177,2.587992001524725,0.4377185185185185,0.0,True,medium
150,simple_markov,kl,225,2250,1.0,0.0,32.01094592926911,32.45949061778691,25.168206614837192,0.8264991604938272,0.0,True,large
150,bayesian_network,mse,225,2250,0.9084444444444445,0.0,0.01975658614866113,0.0114125682306646,0.023759644940649916,0.27297975308641975,0.0,True,small
150,full_information,mse,225,2250,0.2906666666666667,0.0,-0.0021106860859112613,-0.00099803507328035,0.004187359271771581,-0.03900760493827161,1.0,False,negligible
150,popularity,mse,225,2250,0.696,0.0,0.0013487674568926518,0.001021596505685153,0.0033411363628254222,0.03296197530864198,1.254856100267253e-94,True,negligible
150,random,mse,225,2250,0.9764444444444444,0.0,0.019628071214758784,0.01451331693575365,0.017052046543351438,0.31840355555555555,0.0,True,small
150,simple_markov,mse,225,2250,0.9551111111111111,0.0,0.02216783072540819,0.017166255005735445,0.01906037954745764,0.3188476049382716,0.0,True,small
150,bayesian_network,spa,225,2250,0.8017777777777778,0.0,0.018732046721788187,0.0098669352285371,0.02722550630259413,0.1424557037037037,7.79143832800599e-230,True,negligible
150,full_information,spa,225,2250,0.344,0.0,-0.005589201086923856,-0.0027626312839366673,0.012403009531202316,-0.04856256790123457,1.0,False,negligible
150,popularity,spa,225,2250,0.8342222222222222,0.0,0.009132554470946092,0.006808226827190567,0.012577011653465916,0.07312355555555555,1.555107107206863e-225,True,negligible
150,random,spa,225,2250,0.996,0.0,0.058075375267708854,0.04680459342598153,0.04145820377433846,0.3985031111111111,0.0,True,medium
150,simple_markov,spa,225,2250,0.6768888888888889,0.0,0.01743229920508622,0.00964009717661729,0.029870553284342127,0.11894676543209877,3.681771804664684e-119,True,negligible
